geometry,CD_SETOR,NM_UF,NM_MUN,nm_mesorregiao,SITUACAO,AREA_KM2,V06004,V06002,populacao_cidade,moradores_km2,obras_proximidade,area_total_sum,cno,ni_responsavel,nome_empresarial,ano_inicio,meses_inicio,ano_registro,nome_municipio,bairro,logradouro,categoria,destinacao,tipo_obra,popup_html
"b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\r\x00\x00\x004\x92^B\xbaPH\xc0e\xbd\x9a\xcf\x18>;\xc0\xdd+z\xc1\xd9PH\xc0\xf1\xbb\xa2\xab\x15>;\xc0\x06\x87\xf6\xbe\\QH\xc0a\xd4\x1dJ\x93>;\xc0\xa4\x90\xac\xd2rQH\xc0\xac\x81\xeb\x92V>;\xc0\x8d""N)aQH\xc0\xfcr;\xe1;>;\xc0\x8c\xc9\x97\x92`QH\xc0\xb7*8\xac\xd2=;\xc0\xb0\xe4\xc2\xa1\x19QH\xc0^\xa1\xc6\xees=;\xc0!\x1d\xdf&\x0eQH\xc0\x07\x80\xa3\xe2f<;\xc0\xd0\x9b\x14V\xd0PH\xc0\x8f\x12\xad6n<;\xc0\xce7;\xfb\xcdPH\xc0\x04^,,\x1f<;\xc05\xeb\x14\xd9\xbaPH\xc0T\x8d2P""<;\xc0\xa5\xcaz\xc7\xaePH\xc0;tr\xe8E<;\xc04\x92^B\xbaPH\xc0e\xbd\x9a\xcf\x18>;\xc0'",421800405000001,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,0.313029358874721,3994,417,51215,1332,6,4803,512401623170,27645150000109.0,FLEAR ADMINISTRADORA DE BENS PROPRIOS LTDA,2017-01-01,106,2023,TIJUCAS,CENTRO,JACOB LAMEU TAVARES,Obra Nova,Galpão industrial,Alvenaria,"
    <style>
    .leaflet-popup-content-wrapper {
        background: #020617 !important;
        color: #e5e7eb !important;
        border-radius: 12px !important;
        border: 1px solid #1f2937 !important;
        box-shadow: 0 18px 45px rgba(0, 0, 0, 0.65) !important;
    }

    .leaflet-popup-tip {
        background: #020617 !important;
        border-top: 1px solid #1f2937 !important;
        border-left: 1px solid #1f2937 !important;
    }

    .leaflet-popup-content {
        margin: 8px 10px !important;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif !important;
        font-size: 13px !important;
    }

    .popup-wrap {
        max-height: 360px;
        overflow: auto;
        padding: 8px 10px;
        background: #020617;
        border-radius: 12px;
        box-shadow: 0 10px 25px rgba(0, 0, 0, 0.55);
        border: 1px solid #1f2937;
    }

    .popup-table {
        width: 100%;
        border-collapse: collapse;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif;
        font-size: 13px;
        color: #e5e7eb;
        background: transparent;
    }

    .popup-table thead th {
        position: sticky;
        top: 0;
        z-index: 1;
        background: #0f172a;
        color: #e5e7eb;
        text-align: left;
        padding: 8px 10px;
        border-bottom: 1px solid #1f2937;
        font-size: 11px;
        text-transform: uppercase;
        letter-spacing: 0.06em;
    }

    .popup-table tbody td {
        padding: 7px 10px;
        border-bottom: 1px solid #111827;
        vertical-align: top;
    }

    .popup-table tbody tr:nth-child(odd) {
        background: #020617;
    }

    .popup-table tbody tr:nth-child(even) {
        background: #030712;
    }

    .popup-table tbody tr:hover {
        background: #111827;
    }
    </style>
    <div class='popup-wrap'><table class=""dataframe popup-table"">
  <thead>
    <tr style=""text-align: right;"">
      <th>cno</th>
      <th>ni_responsavel</th>
      <th>nome_empresarial</th>
      <th>ano_inicio</th>
      <th>meses_inicio</th>
      <th>ano_registro</th>
      <th>nome_municipio</th>
      <th>bairro</th>
      <th>logradouro</th>
      <th>area_total</th>
      <th>categoria</th>
      <th>destinacao</th>
      <th>tipo_obra</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>900262619472</td>
      <td>23372078000132.0</td>
      <td>SEVEN INCORPORADORA LTDA</td>
      <td>2025-01-01</td>
      <td>5</td>
      <td>2025</td>
      <td>TIJUCAS</td>
      <td>XV de Novembro</td>
      <td>AUGUSTO ZUCCO</td>
      <td>1317.89</td>
      <td>Obra Nova</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900211707662</td>
      <td>Pessoa fisica</td>
      <td>Pessoa fisica</td>
      <td>2024-01-01</td>
      <td>21</td>
      <td>2024</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>RUDY BAYER</td>
      <td>464.42</td>
      <td>Obra Nova</td>
      <td>Galpão industrial</td>
      <td>Mista</td>
    </tr>
    <tr>
      <td>900223355778</td>
      <td>191334000190.0</td>
      <td>JOAIA ADMINISTRADORA DE BENS LTDA</td>
      <td>2024-01-01</td>
      <td>16</td>
      <td>2025</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>JACOB LAMEU TAVARES</td>
      <td>1358.00</td>
      <td>Obra Nova</td>
      <td>Comercial salas e lojas</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900242885672</td>
      <td>28592884000130.0</td>
      <td>DP OLIVEIRA ADMINISTRADORA DE BENS LTDA</td>
      <td>2024-01-01</td>
      <td>19</td>
      <td>2025</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>RUDY BAYER</td>
      <td>131.56</td>
      <td>Obra Nova</td>
      <td>Comercial salas e lojas</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900109970162</td>
      <td>Pessoa fisica</td>
      <td>Pessoa fisica</td>
      <td>2021-01-01</td>
      <td>54</td>
      <td>2022</td>
      <td>TIJUCAS</td>
      <td>Universitário</td>
      <td>AUGUSTO ZUCCO</td>
      <td>31.67</td>
      <td>Demolição</td>
      <td>Residencial unifamiliar</td>
      <td>Madeira</td>
    </tr>
    <tr>
      <td>512401623170</td>
      <td>27645150000109.0</td>
      <td>FLEAR ADMINISTRADORA DE BENS PROPRIOS LTDA</td>
      <td>2017-01-01</td>
      <td>106</td>
      <td>2023</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>JACOB LAMEU TAVARES</td>
      <td>1500.00</td>
      <td>Obra Nova</td>
      <td>Galpão industrial</td>
      <td>Alvenaria</td>
    </tr>
  </tbody>
</table></div>"
"b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x11\x00\x00\x00\xf3\xc5dx\xd8RH\xc0\x8c\x7f\xf75\x81B;\xc0\x8b`\x1em\xeaRH\xc0L\x12%\x91\x04C;\xc0\xae^\xe2\x81\x05SH\xc0\x0e\xc6""\xc9LC;\xc0\xa5\xc7[\xa4aSH\xc0\x8dw\x89\x8d\xacC;\xc0\xc0.\x99\xdb\xd8SH\xc0\xb7\xdf\x80D\xdeC;\xc0\xa2S\xbf\xba\xe9TH\xc0\x0b\xe1}\x81FC;\xc0{-q\xe7.UH\xc0\x83\x17.\x88]C;\xc0\xfcY\xcc2/UH\xc0\x19cM\xbb\xe4A;\xc0\xddqN\xa6\x17UH\xc0\xa5V\ro\xbcA;\xc0,\xac\xa6\x16\xf1TH\xc0\xd0d\xdf\x11\xa9A;\xc0\x8e\r\xeb\xcfwTH\xc0H\xd5\xb2V\xf2A;\xc0\x8f\x83\x08a\x16TH\xc0Wy\xee\x1a\xedA;\xc0""7\'\xfe^SH\xc0\xfc\xd17\x9f\x88A;\xc0\xa4\xd9\x9f\xda\xfdRH\xc0\xaa\xa6L6\xcc@;\xc0\'j\xd4\x80\x00SH\xc0W_\'1\x8aA;\xc0\x04l\x10l\xe5RH\xc0V\x1dU\x14\x9eA;\xc0\xf3\xc5dx\xd8RH\xc0\x8c\x7f\xf75\x81B;\xc0'",421800405000003,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,1.448765410076047,2230,694,51215,479,2,3624,600309764077,16562527000140.0,JUNTTA EMPREENDIMENTOS LTDA,2020-01-01,74,2025,TIJUCAS,XV DE NOVEMBRO,PEDRO EULALIO ANDRIANI,Obra Nova,Galpão industrial,Alvenaria,"
    <style>
    .leaflet-popup-content-wrapper {
        background: #020617 !important;
        color: #e5e7eb !important;
        border-radius: 12px !important;
        border: 1px solid #1f2937 !important;
        box-shadow: 0 18px 45px rgba(0, 0, 0, 0.65) !important;
    }

    .leaflet-popup-tip {
        background: #020617 !important;
        border-top: 1px solid #1f2937 !important;
        border-left: 1px solid #1f2937 !important;
    }

    .leaflet-popup-content {
        margin: 8px 10px !important;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif !important;
        font-size: 13px !important;
    }

    .popup-wrap {
        max-height: 360px;
        overflow: auto;
        padding: 8px 10px;
        background: #020617;
        border-radius: 12px;
        box-shadow: 0 10px 25px rgba(0, 0, 0, 0.55);
        border: 1px solid #1f2937;
    }

    .popup-table {
        width: 100%;
        border-collapse: collapse;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif;
        font-size: 13px;
        color: #e5e7eb;
        background: transparent;
    }

    .popup-table thead th {
        position: sticky;
        top: 0;
        z-index: 1;
        background: #0f172a;
        color: #e5e7eb;
        text-align: left;
        padding: 8px 10px;
        border-bottom: 1px solid #1f2937;
        font-size: 11px;
        text-transform: uppercase;
        letter-spacing: 0.06em;
    }

    .popup-table tbody td {
        padding: 7px 10px;
        border-bottom: 1px solid #111827;
        vertical-align: top;
    }

    .popup-table tbody tr:nth-child(odd) {
        background: #020617;
    }

    .popup-table tbody tr:nth-child(even) {
        background: #030712;
    }

    .popup-table tbody tr:hover {
        background: #111827;
    }
    </style>
    <div class='popup-wrap'><table class=""dataframe popup-table"">
  <thead>
    <tr style=""text-align: right;"">
      <th>cno</th>
      <th>ni_responsavel</th>
      <th>nome_empresarial</th>
      <th>ano_inicio</th>
      <th>meses_inicio</th>
      <th>ano_registro</th>
      <th>nome_municipio</th>
      <th>bairro</th>
      <th>logradouro</th>
      <th>area_total</th>
      <th>categoria</th>
      <th>destinacao</th>
      <th>tipo_obra</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>900139061973</td>
      <td>3047652000331.0</td>
      <td>UVEL COMERCIAL DE VEICULOS LTDA</td>
      <td>2022-01-01</td>
      <td>46</td>
      <td>2023</td>
      <td>TIJUCAS</td>
      <td>Joia</td>
      <td>FLORIANO</td>
      <td>2981.02</td>
      <td>Obra Nova</td>
      <td>Comercial salas e lojas</td>
      <td>Mista</td>
    </tr>
    <tr>
      <td>600309764077</td>
      <td>16562527000140.0</td>
      <td>JUNTTA EMPREENDIMENTOS LTDA</td>
      <td>2020-01-01</td>
      <td>74</td>
      <td>2025</td>
      <td>TIJUCAS</td>
      <td>XV DE NOVEMBRO</td>
      <td>PEDRO EULALIO ANDRIANI</td>
      <td>643.90</td>
      <td>Obra Nova</td>
      <td>Galpão industrial</td>
      <td>Alvenaria</td>
    </tr>
  </tbody>
</table></div>"
"b""\x01\x03\x00\x00\x00\x01\x00\x00\x00\x07\x00\x00\x00\xe5v\xees\xa5QH\xc0}\xda^Q/>;\xc0\x80\xce7Z\xbaQH\xc0\x86~\x13}I>;\xc0w7\xb1|\x16RH\xc0\xcak\xc9Pq=;\xc0ro\xfe\xc6\x11RH\xc0\xfa\xc7\xfe\x82'=;\xc0\xd2\x01oX\xf9QH\xc0\xd4bx\x92I<;\xc0\xcaK\x00\xd9\x90QH\xc0\xfe\\\x8d.W<;\xc0\xe5v\xees\xa5QH\xc0}\xda^Q/>;\xc0""",421800405000006,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,0.245673872304712,2704,947,51215,3854,2,752,900084698960,Pessoa fisica,Pessoa fisica,2020-01-01,66,2021,TIJUCAS,CENTRO,DO GOVERNO,Obra Nova,Residencial unifamiliar,Alvenaria,"
    <style>
    .leaflet-popup-content-wrapper {
        background: #020617 !important;
        color: #e5e7eb !important;
        border-radius: 12px !important;
        border: 1px solid #1f2937 !important;
        box-shadow: 0 18px 45px rgba(0, 0, 0, 0.65) !important;
    }

    .leaflet-popup-tip {
        background: #020617 !important;
        border-top: 1px solid #1f2937 !important;
        border-left: 1px solid #1f2937 !important;
    }

    .leaflet-popup-content {
        margin: 8px 10px !important;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif !important;
        font-size: 13px !important;
    }

    .popup-wrap {
        max-height: 360px;
        overflow: auto;
        padding: 8px 10px;
        background: #020617;
        border-radius: 12px;
        box-shadow: 0 10px 25px rgba(0, 0, 0, 0.55);
        border: 1px solid #1f2937;
    }

    .popup-table {
        width: 100%;
        border-collapse: collapse;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif;
        font-size: 13px;
        color: #e5e7eb;
        background: transparent;
    }

    .popup-table thead th {
        position: sticky;
        top: 0;
        z-index: 1;
        background: #0f172a;
        color: #e5e7eb;
        text-align: left;
        padding: 8px 10px;
        border-bottom: 1px solid #1f2937;
        font-size: 11px;
        text-transform: uppercase;
        letter-spacing: 0.06em;
    }

    .popup-table tbody td {
        padding: 7px 10px;
        border-bottom: 1px solid #111827;
        vertical-align: top;
    }

    .popup-table tbody tr:nth-child(odd) {
        background: #020617;
    }

    .popup-table tbody tr:nth-child(even) {
        background: #030712;
    }

    .popup-table tbody tr:hover {
        background: #111827;
    }
    </style>
    <div class='popup-wrap'><table class=""dataframe popup-table"">
  <thead>
    <tr style=""text-align: right;"">
      <th>cno</th>
      <th>ni_responsavel</th>
      <th>nome_empresarial</th>
      <th>ano_inicio</th>
      <th>meses_inicio</th>
      <th>ano_registro</th>
      <th>nome_municipio</th>
      <th>bairro</th>
      <th>logradouro</th>
      <th>area_total</th>
      <th>categoria</th>
      <th>destinacao</th>
      <th>tipo_obra</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>900095034671</td>
      <td>9327975000101.0</td>
      <td>SUPERMERCADO FELICIANO LTDA</td>
      <td>2022-01-01</td>
      <td>50</td>
      <td>2022</td>
      <td>TIJUCAS</td>
      <td>Centro</td>
      <td>DO GOVERNO</td>
      <td>544.58</td>
      <td>Obra Nova</td>
      <td>Comercial salas e lojas</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900084698960</td>
      <td>Pessoa fisica</td>
      <td>Pessoa fisica</td>
      <td>2020-01-01</td>
      <td>66</td>
      <td>2021</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>DO GOVERNO</td>
      <td>207.88</td>
      <td>Obra Nova</td>
      <td>Residencial unifamiliar</td>
      <td>Alvenaria</td>
    </tr>
  </tbody>
</table></div>"
"b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x08\x00\x00\x00}\xb6p*\x90PH\xc0o\x0f\xedd\x18;;\xc0\xa5\xcaz\xc7\xaePH\xc0;tr\xe8E<;\xc05\xeb\x14\xd9\xbaPH\xc0T\x8d2P""<;\xc0\xce7;\xfb\xcdPH\xc0\x04^,,\x1f<;\xc0\xd0\x9b\x14V\xd0PH\xc0\x8f\x12\xad6n<;\xc0\xd2\x01oX\xf9QH\xc0\xd4bx\x92I<;\xc0\x15^\xce\x8a\xcaQH\xc0{\x84@.\xf2:;\xc0}\xb6p*\x90PH\xc0o\x0f\xedd\x18;;\xc0'",421800405000008,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,0.568705793842201,3887,1550,51215,2725,1,1987,900248123376,50650826000174.0,TREZZATO INCORPORADORA LTDA,2025-01-01,8,2025,TIJUCAS,CENTRO,MINERVINO MIGUEL FERREIRA,Obra Nova,Residencial multifamiliar,Alvenaria,"
    <style>
    .leaflet-popup-content-wrapper {
        background: #020617 !important;
        color: #e5e7eb !important;
        border-radius: 12px !important;
        border: 1px solid #1f2937 !important;
        box-shadow: 0 18px 45px rgba(0, 0, 0, 0.65) !important;
    }

    .leaflet-popup-tip {
        background: #020617 !important;
        border-top: 1px solid #1f2937 !important;
        border-left: 1px solid #1f2937 !important;
    }

    .leaflet-popup-content {
        margin: 8px 10px !important;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif !important;
        font-size: 13px !important;
    }

    .popup-wrap {
        max-height: 360px;
        overflow: auto;
        padding: 8px 10px;
        background: #020617;
        border-radius: 12px;
        box-shadow: 0 10px 25px rgba(0, 0, 0, 0.55);
        border: 1px solid #1f2937;
    }

    .popup-table {
        width: 100%;
        border-collapse: collapse;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif;
        font-size: 13px;
        color: #e5e7eb;
        background: transparent;
    }

    .popup-table thead th {
        position: sticky;
        top: 0;
        z-index: 1;
        background: #0f172a;
        color: #e5e7eb;
        text-align: left;
        padding: 8px 10px;
        border-bottom: 1px solid #1f2937;
        font-size: 11px;
        text-transform: uppercase;
        letter-spacing: 0.06em;
    }

    .popup-table tbody td {
        padding: 7px 10px;
        border-bottom: 1px solid #111827;
        vertical-align: top;
    }

    .popup-table tbody tr:nth-child(odd) {
        background: #020617;
    }

    .popup-table tbody tr:nth-child(even) {
        background: #030712;
    }

    .popup-table tbody tr:hover {
        background: #111827;
    }
    </style>
    <div class='popup-wrap'><table class=""dataframe popup-table"">
  <thead>
    <tr style=""text-align: right;"">
      <th>cno</th>
      <th>ni_responsavel</th>
      <th>nome_empresarial</th>
      <th>ano_inicio</th>
      <th>meses_inicio</th>
      <th>ano_registro</th>
      <th>nome_municipio</th>
      <th>bairro</th>
      <th>logradouro</th>
      <th>area_total</th>
      <th>categoria</th>
      <th>destinacao</th>
      <th>tipo_obra</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>900248123376</td>
      <td>50650826000174.0</td>
      <td>TREZZATO INCORPORADORA LTDA</td>
      <td>2025-01-01</td>
      <td>8</td>
      <td>2025</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>MINERVINO MIGUEL FERREIRA</td>
      <td>1987.4</td>
      <td>Obra Nova</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
  </tbody>
</table></div>"
b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x08\x00\x00\x00\x0e|\xd3\xfdtOH\xc09\xdcl\\\xb5=;\xc0\x89\x92\xe8\xc0qOH\xc0\xc4\x16\xae\xde\x88=;\xc0\xd2\x04\x8e{FOH\xc07\x06\xa8\x94\x8d=;\xc0\xda\xd7c\xf5LOH\xc0T>I@\x87>;\xc0CJNlcPH\xc0\x0c\xaf\x03\xb9N>;\xc06\x9d\x81\x06\xbcPH\xc0\x958\xafji>;\xc0\xafO\xbdn\xb6PH\xc0l\xdd\xb5\x96\x82=;\xc0\x0e|\xd3\xfdtOH\xc09\xdcl\\\xb5=;\xc0',421800405000016,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,0.393083305324838,3019,1170,51215,2976,6,27513,600096913678,9562234000105.0,VITALCORP CONSTRUTORA E INCORPORADORA LTDA,2021-01-01,60,2021,TIJUCAS,JOAIA,GALLOTTI,Obra Nova,Residencial multifamiliar,Alvenaria,"
    <style>
    .leaflet-popup-content-wrapper {
        background: #020617 !important;
        color: #e5e7eb !important;
        border-radius: 12px !important;
        border: 1px solid #1f2937 !important;
        box-shadow: 0 18px 45px rgba(0, 0, 0, 0.65) !important;
    }

    .leaflet-popup-tip {
        background: #020617 !important;
        border-top: 1px solid #1f2937 !important;
        border-left: 1px solid #1f2937 !important;
    }

    .leaflet-popup-content {
        margin: 8px 10px !important;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif !important;
        font-size: 13px !important;
    }

    .popup-wrap {
        max-height: 360px;
        overflow: auto;
        padding: 8px 10px;
        background: #020617;
        border-radius: 12px;
        box-shadow: 0 10px 25px rgba(0, 0, 0, 0.55);
        border: 1px solid #1f2937;
    }

    .popup-table {
        width: 100%;
        border-collapse: collapse;
        font-family: ""Montserrat"", system-ui, -apple-system, BlinkMacSystemFont, ""Segoe UI"", sans-serif;
        font-size: 13px;
        color: #e5e7eb;
        background: transparent;
    }

    .popup-table thead th {
        position: sticky;
        top: 0;
        z-index: 1;
        background: #0f172a;
        color: #e5e7eb;
        text-align: left;
        padding: 8px 10px;
        border-bottom: 1px solid #1f2937;
        font-size: 11px;
        text-transform: uppercase;
        letter-spacing: 0.06em;
    }

    .popup-table tbody td {
        padding: 7px 10px;
        border-bottom: 1px solid #111827;
        vertical-align: top;
    }

    .popup-table tbody tr:nth-child(odd) {
        background: #020617;
    }

    .popup-table tbody tr:nth-child(even) {
        background: #030712;
    }

    .popup-table tbody tr:hover {
        background: #111827;
    }
    </style>
    <div class='popup-wrap'><table class=""dataframe popup-table"">
  <thead>
    <tr style=""text-align: right;"">
      <th>cno</th>
      <th>ni_responsavel</th>
      <th>nome_empresarial</th>
      <th>ano_inicio</th>
      <th>meses_inicio</th>
      <th>ano_registro</th>
      <th>nome_municipio</th>
      <th>bairro</th>
      <th>logradouro</th>
      <th>area_total</th>
      <th>categoria</th>
      <th>destinacao</th>
      <th>tipo_obra</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>900189978771</td>
      <td>9562234000105.0</td>
      <td>VITALCORP CONSTRUTORA E INCORPORADORA LTDA</td>
      <td>2023-01-01</td>
      <td>29</td>
      <td>2024</td>
      <td>TIJUCAS</td>
      <td>JOAIA</td>
      <td>GALLOTTI</td>
      <td>13928.56</td>
      <td>Obra Nova</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900121027379</td>
      <td>43730629000108.0</td>
      <td>JPBR TSUKUDA CONSTRUCOES LTDA</td>
      <td>2022-01-01</td>
      <td>44</td>
      <td>2022</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>JOAO BAYER</td>
      <td>382.38</td>
      <td>Obra Nova</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>600096913678</td>
      <td>9562234000105.0</td>
      <td>VITALCORP CONSTRUTORA E INCORPORADORA LTDA</td>
      <td>2021-01-01</td>
      <td>60</td>
      <td>2021</td>
      <td>TIJUCAS</td>
      <td>JOAIA</td>
      <td>GALLOTTI</td>
      <td>12102.22</td>
      <td>Obra Nova</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900129188167</td>
      <td>Pessoa fisica</td>
      <td>Pessoa fisica</td>
      <td>2017-01-01</td>
      <td>105</td>
      <td>2022</td>
      <td>TIJUCAS</td>
      <td>PRAÇA</td>
      <td>LAURO MULLER</td>
      <td>213.20</td>
      <td>Reforma</td>
      <td>Residencial multifamiliar</td>
      <td>Alvenaria</td>
    </tr>
    <tr>
      <td>900116579967</td>
      <td>Pessoa fisica</td>
      <td>Pessoa fisica</td>
      <td>2016-01-01</td>
      <td>123</td>
      <td>2022</td>
      <td>TIJUCAS</td>
      <td>Centro</td>
      <td>JOAO BAYER</td>
      <td>767.00</td>
      <td>Demolição</td>
      <td>Galpão industrial</td>
      <td>Madeira</td>
    </tr>
    <tr>
      <td>700089950571</td>
      <td>82702556000194.0</td>
      <td>CONGREGACAO CRISTA NO BRASIL</td>
      <td>2011-01-01</td>
      <td>173</td>
      <td>2021</td>
      <td>TIJUCAS</td>
      <td>CENTRO</td>
      <td>ANTONIO APOLONIO VARGAS</td>
      <td>120.00</td>
      <td>Obra Nova</td>
      <td>Galpão industrial</td>
      <td>Alvenaria</td>
    </tr>
  </tbody>
</table></div>"
b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\t\x00\x00\x00\x80\xee\xbdw\xa5NH\xc0\x89Wa\x96\xfe>;\xc0\x8b\xcc\xb6\xb5\xadNH\xc0U\xa0\t3D?;\xc0\xf9GCI\x9fNH\xc0\x16\xc5\xa0\xcb\xd7?;\xc0\x8as\x00\x1f\xadNH\xc0\x10.H\x8c\x90@;\xc0F\xeavc\xc8PH\xc0\tD.\xb0\x93@;\xc06\x9d\x81\x06\xbcPH\xc0\x958\xafji>;\xc0CJNlcPH\xc0\x0c\xaf\x03\xb9N>;\xc0\xda\xd7c\xf5LOH\xc0T>I@\x87>;\xc0\x80\xee\xbdw\xa5NH\xc0\x89Wa\x96\xfe>;\xc0',421800405000017,Santa Catarina,Tijucas,Grande Florianópolis,Urbana,1.471971723957978,2886,545,51215,370,0,0,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,Sem dados,<em>Sem registros</em>
