dt_data_competencia,nm_adm_desl,cd_uf,nm_uf,cd_divisao,nm_grupo,nm_divisao,saldo_total
2024-06-01,Desligado,42,Santa Catarina,46,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas","Comércio por atacado, exceto veículos automotores e motocicletas",-159.0
2024-06-01,Desligado,42,Santa Catarina,46,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","Comércio por atacado, exceto veículos automotores e motocicletas",-372.0
2024-06-01,Desligado,42,Santa Catarina,46,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","Comércio por atacado, exceto veículos automotores e motocicletas",-1338.0
2024-06-01,Admitido,42,Santa Catarina,46,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","Comércio por atacado, exceto veículos automotores e motocicletas",586.0
2024-06-01,Desligado,42,Santa Catarina,46,Comércio atacadista não especializado,"Comércio por atacado, exceto veículos automotores e motocicletas",-682.0
2024-06-01,Desligado,42,Santa Catarina,46,Comércio atacadista de matérias-primas agrícolas e animais vivos,"Comércio por atacado, exceto veículos automotores e motocicletas",-251.0
2024-06-01,Admitido,42,Santa Catarina,46,Comércio atacadista de matérias-primas agrícolas e animais vivos,"Comércio por atacado, exceto veículos automotores e motocicletas",142.0
2024-06-01,Desligado,42,Santa Catarina,46,Comércio atacadista especializado em outros produtos,"Comércio por atacado, exceto veículos automotores e motocicletas",-633.0
2024-06-01,Desligado,42,Santa Catarina,46,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,"Comércio por atacado, exceto veículos automotores e motocicletas",-97.0
2024-06-01,Admitido,42,Santa Catarina,46,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","Comércio por atacado, exceto veículos automotores e motocicletas",385.0
2024-06-01,Desligado,42,Santa Catarina,46,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","Comércio por atacado, exceto veículos automotores e motocicletas",-534.0
2024-06-01,Admitido,42,Santa Catarina,46,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas","Comércio por atacado, exceto veículos automotores e motocicletas",167.0
2024-06-01,Admitido,42,Santa Catarina,46,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,"Comércio por atacado, exceto veículos automotores e motocicletas",71.0
2024-06-01,Admitido,42,Santa Catarina,47,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Comércio varejista,1767.0
2024-06-01,Admitido,42,Santa Catarina,47,Comércio varejista de combustíveis para veículos automotores,Comércio varejista,1549.0
2024-06-01,Admitido,42,Santa Catarina,47,"Comércio varejista de produtos alimentícios, bebidas e fumo",Comércio varejista,1835.0
2024-06-01,Admitido,42,Santa Catarina,47,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Comércio varejista,2113.0
2024-06-01,Desligado,42,Santa Catarina,47,"Comércio varejista de produtos alimentícios, bebidas e fumo",Comércio varejista,-1774.0
2024-06-01,Admitido,42,Santa Catarina,47,Comércio varejista de material de construção,Comércio varejista,2141.0
2024-06-01,Desligado,42,Santa Catarina,47,Comércio varejista de combustíveis para veículos automotores,Comércio varejista,-1543.0
2024-06-01,Desligado,42,Santa Catarina,47,Comércio varejista não especializado,Comércio varejista,-6742.0
2024-06-01,Desligado,42,Santa Catarina,47,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Comércio varejista,-3732.0
2024-06-01,Desligado,42,Santa Catarina,47,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Comércio varejista,-2005.0
2024-06-01,Desligado,42,Santa Catarina,47,Comércio varejista de material de construção,Comércio varejista,-1894.0
2024-06-01,Admitido,42,Santa Catarina,47,Comércio varejista não especializado,Comércio varejista,7040.0
2024-06-01,Desligado,42,Santa Catarina,47,"Comércio varejista de artigos culturais, recreativos e esportivos",Comércio varejista,-450.0
2024-06-01,Admitido,42,Santa Catarina,47,"Comércio varejista de artigos culturais, recreativos e esportivos",Comércio varejista,464.0
2024-06-01,Desligado,42,Santa Catarina,47,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Comércio varejista,-1634.0
2024-06-01,Admitido,42,Santa Catarina,47,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Comércio varejista,3792.0
2024-06-01,Admitido,42,Santa Catarina,49,Transporte dutoviário,Transporte terrestre,1.0
2024-06-01,Desligado,42,Santa Catarina,49,Transporte rodoviário de carga,Transporte terrestre,-5348.0
2024-06-01,Admitido,42,Santa Catarina,49,Transporte rodoviário de carga,Transporte terrestre,5981.0
2024-06-01,Desligado,42,Santa Catarina,49,Transporte ferroviário e metroferroviário,Transporte terrestre,-4.0
2024-06-01,Admitido,42,Santa Catarina,49,Transporte ferroviário e metroferroviário,Transporte terrestre,2.0
2024-06-01,Admitido,42,Santa Catarina,49,Transporte rodoviário de passageiros,Transporte terrestre,553.0
2024-06-01,Desligado,42,Santa Catarina,49,Transporte rodoviário de passageiros,Transporte terrestre,-468.0
2024-06-01,Desligado,42,Santa Catarina,5,Extração de carvão mineral,Extração de carvão mineral,-43.0
2024-06-01,Admitido,42,Santa Catarina,5,Extração de carvão mineral,Extração de carvão mineral,25.0
2024-06-01,Admitido,42,Santa Catarina,50,Navegação de apoio,Transporte aquaviário,18.0
2024-06-01,Admitido,42,Santa Catarina,50,Transporte por navegação interior,Transporte aquaviário,5.0
2024-06-01,Desligado,42,Santa Catarina,50,Navegação de apoio,Transporte aquaviário,-15.0
2024-06-01,Admitido,42,Santa Catarina,50,Outros transportes aquaviários,Transporte aquaviário,22.0
2024-06-01,Desligado,42,Santa Catarina,50,Transporte por navegação interior,Transporte aquaviário,-4.0
2024-06-01,Desligado,42,Santa Catarina,50,Outros transportes aquaviários,Transporte aquaviário,-12.0
2024-06-01,Desligado,42,Santa Catarina,51,Transporte aéreo de carga,Transporte aéreo,-1.0
2024-06-01,Admitido,42,Santa Catarina,51,Transporte aéreo de passageiros,Transporte aéreo,7.0
2024-06-01,Desligado,42,Santa Catarina,51,Transporte aéreo de passageiros,Transporte aéreo,-19.0
2024-06-01,Desligado,42,Santa Catarina,52,Atividades auxiliares dos transportes terrestres,Armazenamento e atividades auxiliares dos transportes,-252.0
2024-06-01,Admitido,42,Santa Catarina,52,Atividades auxiliares dos transportes terrestres,Armazenamento e atividades auxiliares dos transportes,225.0
2024-06-01,Admitido,42,Santa Catarina,52,Atividades relacionadas à organização do transporte de carga,Armazenamento e atividades auxiliares dos transportes,388.0
2024-06-01,Desligado,42,Santa Catarina,52,Atividades auxiliares dos transportes aéreos,Armazenamento e atividades auxiliares dos transportes,-20.0
2024-06-01,Admitido,42,Santa Catarina,52,Atividades auxiliares dos transportes aquaviários,Armazenamento e atividades auxiliares dos transportes,199.0
2024-06-01,Desligado,42,Santa Catarina,52,"Armazenamento, carga e descarga",Armazenamento e atividades auxiliares dos transportes,-1167.0
2024-06-01,Desligado,42,Santa Catarina,52,Atividades auxiliares dos transportes aquaviários,Armazenamento e atividades auxiliares dos transportes,-118.0
2024-06-01,Admitido,42,Santa Catarina,52,"Armazenamento, carga e descarga",Armazenamento e atividades auxiliares dos transportes,1245.0
2024-06-01,Desligado,42,Santa Catarina,52,Atividades relacionadas à organização do transporte de carga,Armazenamento e atividades auxiliares dos transportes,-247.0
2024-06-01,Admitido,42,Santa Catarina,52,Atividades auxiliares dos transportes aéreos,Armazenamento e atividades auxiliares dos transportes,49.0
2024-06-01,Admitido,42,Santa Catarina,53,Atividades de malote e de entrega,Correio e outras atividades de entrega,96.0
2024-06-01,Admitido,42,Santa Catarina,53,Atividades de Correio,Correio e outras atividades de entrega,3.0
2024-06-01,Desligado,42,Santa Catarina,53,Atividades de malote e de entrega,Correio e outras atividades de entrega,-103.0
2024-06-01,Desligado,42,Santa Catarina,53,Atividades de Correio,Correio e outras atividades de entrega,-19.0
2024-06-01,Admitido,42,Santa Catarina,55,Hotéis e similares,Alojamento,942.0
2024-06-01,Desligado,42,Santa Catarina,55,Outros tipos de alojamento não especificados anteriormente,Alojamento,-56.0
2024-06-01,Desligado,42,Santa Catarina,55,Hotéis e similares,Alojamento,-1111.0
2024-06-01,Admitido,42,Santa Catarina,55,Outros tipos de alojamento não especificados anteriormente,Alojamento,44.0
2024-06-01,Admitido,42,Santa Catarina,56,"Serviços de catering, bufê e outros serviços de comida preparada",Alimentação,1296.0
2024-06-01,Desligado,42,Santa Catarina,56,Restaurantes e outros serviços de alimentação e bebidas,Alimentação,-4867.0
2024-06-01,Desligado,42,Santa Catarina,56,"Serviços de catering, bufê e outros serviços de comida preparada",Alimentação,-1202.0
2024-06-01,Admitido,42,Santa Catarina,56,Restaurantes e outros serviços de alimentação e bebidas,Alimentação,4784.0
2024-06-01,Admitido,42,Santa Catarina,58,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Edição e edição integrada à impressão,29.0
2024-06-01,Desligado,42,Santa Catarina,58,"Edição de livros, jornais, revistas e outras atividades de edição",Edição e edição integrada à impressão,-35.0
2024-06-01,Desligado,42,Santa Catarina,58,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Edição e edição integrada à impressão,-58.0
2024-06-01,Admitido,42,Santa Catarina,58,"Edição de livros, jornais, revistas e outras atividades de edição",Edição e edição integrada à impressão,36.0
2024-06-01,Desligado,42,Santa Catarina,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão","Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",-46.0
2024-06-01,Admitido,42,Santa Catarina,59,Atividades de gravação de som e de edição de música,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",1.0
2024-06-01,Admitido,42,Santa Catarina,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão","Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",84.0
2024-06-01,Desligado,42,Santa Catarina,59,Atividades de gravação de som e de edição de música,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",-5.0
2024-06-01,Admitido,42,Santa Catarina,60,Atividades de televisão,Atividades de rádio e de televisão,39.0
2024-06-01,Desligado,42,Santa Catarina,60,Atividades de rádio,Atividades de rádio e de televisão,-66.0
2024-06-01,Desligado,42,Santa Catarina,60,Atividades de televisão,Atividades de rádio e de televisão,-37.0
2024-06-01,Admitido,42,Santa Catarina,60,Atividades de rádio,Atividades de rádio e de televisão,62.0
2024-06-01,Desligado,42,Santa Catarina,61,Outras atividades de telecomunicações,Telecomunicações,-165.0
2024-06-01,Desligado,42,Santa Catarina,61,Telecomunicações sem fio,Telecomunicações,-19.0
2024-06-01,Admitido,42,Santa Catarina,61,Telecomunicações sem fio,Telecomunicações,26.0
2024-06-01,Desligado,42,Santa Catarina,61,Telecomunicações por fio,Telecomunicações,-251.0
2024-06-01,Admitido,42,Santa Catarina,61,Telecomunicações por fio,Telecomunicações,271.0
2024-06-01,Admitido,42,Santa Catarina,61,Outras atividades de telecomunicações,Telecomunicações,148.0
2024-06-01,Desligado,42,Santa Catarina,62,Atividades dos serviços de tecnologia da informação,Atividades dos serviços de tecnologia da informação,-1162.0
2024-06-01,Admitido,42,Santa Catarina,62,Atividades dos serviços de tecnologia da informação,Atividades dos serviços de tecnologia da informação,1453.0
2024-06-01,Admitido,42,Santa Catarina,63,"Tratamento de dados, hospedagem na Internet e outras atividades relacionadas",Atividades de prestação de serviços de informação,217.0
2024-06-01,Desligado,42,Santa Catarina,63,Outras atividades de prestação de serviços de informação,Atividades de prestação de serviços de informação,-7.0
2024-06-01,Admitido,42,Santa Catarina,63,Outras atividades de prestação de serviços de informação,Atividades de prestação de serviços de informação,5.0
2024-06-01,Desligado,42,Santa Catarina,63,"Tratamento de dados, hospedagem na Internet e outras atividades relacionadas",Atividades de prestação de serviços de informação,-176.0
2024-06-01,Admitido,42,Santa Catarina,64,Intermediação monetária - depósitos à vista,Atividades de serviços financeiros,464.0
2024-06-01,Admitido,42,Santa Catarina,64,Atividades de sociedades de participação,Atividades de serviços financeiros,95.0
2024-06-01,Admitido,42,Santa Catarina,64,Sociedades de capitalização,Atividades de serviços financeiros,1.0
2024-06-01,Desligado,42,Santa Catarina,64,Atividades de sociedades de participação,Atividades de serviços financeiros,-59.0
2024-06-01,Desligado,42,Santa Catarina,64,Intermediação não monetária - outros instrumentos de captação,Atividades de serviços financeiros,-3.0
2024-06-01,Admitido,42,Santa Catarina,64,Intermediação não monetária - outros instrumentos de captação,Atividades de serviços financeiros,1.0
2024-06-01,Admitido,42,Santa Catarina,64,Atividades de serviços financeiros não especificadas anteriormente,Atividades de serviços financeiros,45.0
2024-06-01,Desligado,42,Santa Catarina,64,Intermediação monetária - depósitos à vista,Atividades de serviços financeiros,-427.0
2024-06-01,Desligado,42,Santa Catarina,64,Atividades de serviços financeiros não especificadas anteriormente,Atividades de serviços financeiros,-44.0
2024-06-01,Desligado,42,Santa Catarina,65,Previdência complementar,"Seguros, resseguros, previdência complementar e planos de saúde",-3.0
2024-06-01,Desligado,42,Santa Catarina,65,Planos de saúde,"Seguros, resseguros, previdência complementar e planos de saúde",-99.0
2024-06-01,Desligado,42,Santa Catarina,65,Seguros de vida e não vida,"Seguros, resseguros, previdência complementar e planos de saúde",-16.0
2024-06-01,Admitido,42,Santa Catarina,65,Seguros de vida e não vida,"Seguros, resseguros, previdência complementar e planos de saúde",20.0
2024-06-01,Admitido,42,Santa Catarina,65,Previdência complementar,"Seguros, resseguros, previdência complementar e planos de saúde",6.0
2024-06-01,Admitido,42,Santa Catarina,65,Planos de saúde,"Seguros, resseguros, previdência complementar e planos de saúde",153.0
2024-06-01,Desligado,42,Santa Catarina,66,Atividades auxiliares dos serviços financeiros,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",-200.0
2024-06-01,Admitido,42,Santa Catarina,66,Atividades de administração de fundos por contrato ou comissão,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",6.0
2024-06-01,Admitido,42,Santa Catarina,66,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde","Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",151.0
2024-06-01,Desligado,42,Santa Catarina,66,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde","Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",-107.0
2024-06-01,Desligado,42,Santa Catarina,66,Atividades de administração de fundos por contrato ou comissão,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",-4.0
2024-06-01,Admitido,42,Santa Catarina,66,Atividades auxiliares dos serviços financeiros,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",266.0
2024-06-01,Desligado,42,Santa Catarina,68,Atividades imobiliárias por contrato ou comissão,Atividades imobiliárias,-357.0
2024-06-01,Admitido,42,Santa Catarina,68,Atividades imobiliárias de imóveis próprios,Atividades imobiliárias,104.0
2024-06-01,Admitido,42,Santa Catarina,68,Atividades imobiliárias por contrato ou comissão,Atividades imobiliárias,363.0
2024-06-01,Desligado,42,Santa Catarina,68,Atividades imobiliárias de imóveis próprios,Atividades imobiliárias,-106.0
2024-06-01,Desligado,42,Santa Catarina,69,"Atividades de contabilidade, consultoria e auditoria contábil e tributária","Atividades jurídicas, de contabilidade e de auditoria",-895.0
2024-06-01,Admitido,42,Santa Catarina,69,Atividades jurídicas,"Atividades jurídicas, de contabilidade e de auditoria",441.0
2024-06-01,Admitido,42,Santa Catarina,69,"Atividades de contabilidade, consultoria e auditoria contábil e tributária","Atividades jurídicas, de contabilidade e de auditoria",866.0
2024-06-01,Desligado,42,Santa Catarina,69,Atividades jurídicas,"Atividades jurídicas, de contabilidade e de auditoria",-750.0
2024-06-01,Admitido,42,Santa Catarina,7,Extração de minerais metálicos não ferrosos,Extração de minerais metálicos,4.0
2024-06-01,Admitido,42,Santa Catarina,70,Atividades de consultoria em gestão empresarial,Atividades de sedes de empresas e de consultoria em gestão empresarial,223.0
2024-06-01,Desligado,42,Santa Catarina,70,Atividades de consultoria em gestão empresarial,Atividades de sedes de empresas e de consultoria em gestão empresarial,-198.0
2024-06-01,Admitido,42,Santa Catarina,71,Testes e análises técnicas,Serviços de arquitetura e engenharia; testes e análises técnicas,55.0
2024-06-01,Desligado,42,Santa Catarina,71,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Serviços de arquitetura e engenharia; testes e análises técnicas,-1055.0
2024-06-01,Desligado,42,Santa Catarina,71,Testes e análises técnicas,Serviços de arquitetura e engenharia; testes e análises técnicas,-76.0
2024-06-01,Admitido,42,Santa Catarina,71,Serviços de arquitetura e engenharia e atividades técnicas relacionadas,Serviços de arquitetura e engenharia; testes e análises técnicas,1037.0
2024-06-01,Admitido,42,Santa Catarina,72,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Pesquisa e desenvolvimento científico,10.0
2024-06-01,Admitido,42,Santa Catarina,72,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Pesquisa e desenvolvimento científico,12.0
2024-06-01,Desligado,42,Santa Catarina,72,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Pesquisa e desenvolvimento científico,-11.0
2024-06-01,Desligado,42,Santa Catarina,72,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Pesquisa e desenvolvimento científico,-2.0
2024-06-01,Desligado,42,Santa Catarina,73,Pesquisas de mercado e de opinião pública,Publicidade e pesquisa de mercado,-1.0
2024-06-01,Admitido,42,Santa Catarina,73,Pesquisas de mercado e de opinião pública,Publicidade e pesquisa de mercado,2.0
2024-06-01,Admitido,42,Santa Catarina,73,Publicidade,Publicidade e pesquisa de mercado,752.0
2024-06-01,Desligado,42,Santa Catarina,73,Publicidade,Publicidade e pesquisa de mercado,-512.0
2024-06-01,Desligado,42,Santa Catarina,74,Atividades fotográficas e similares,"Outras atividades profissionais, científicas e técnicas",-56.0
2024-06-01,Desligado,42,Santa Catarina,74,"Atividades profissionais, científicas e técnicas não especificadas anteriormente","Outras atividades profissionais, científicas e técnicas",-164.0
2024-06-01,Admitido,42,Santa Catarina,74,Design e decoração de interiores,"Outras atividades profissionais, científicas e técnicas",11.0
2024-06-01,Admitido,42,Santa Catarina,74,"Atividades profissionais, científicas e técnicas não especificadas anteriormente","Outras atividades profissionais, científicas e técnicas",210.0
2024-06-01,Admitido,42,Santa Catarina,74,Atividades fotográficas e similares,"Outras atividades profissionais, científicas e técnicas",38.0
2024-06-01,Desligado,42,Santa Catarina,74,Design e decoração de interiores,"Outras atividades profissionais, científicas e técnicas",-9.0
2024-06-01,Admitido,42,Santa Catarina,75,Atividades veterinárias,Atividades veterinárias,124.0
2024-06-01,Desligado,42,Santa Catarina,75,Atividades veterinárias,Atividades veterinárias,-103.0
2024-06-01,Desligado,42,Santa Catarina,77,Locação de meios de transporte sem condutor,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,-94.0
2024-06-01,Admitido,42,Santa Catarina,77,Gestão de ativos intangíveis não financeiros,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,59.0
2024-06-01,Admitido,42,Santa Catarina,77,Locação de meios de transporte sem condutor,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,103.0
2024-06-01,Admitido,42,Santa Catarina,77,Aluguel de objetos pessoais e domésticos,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,75.0
2024-06-01,Desligado,42,Santa Catarina,77,Aluguel de objetos pessoais e domésticos,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,-81.0
2024-06-01,Desligado,42,Santa Catarina,77,Gestão de ativos intangíveis não financeiros,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,-43.0
2024-06-01,Desligado,42,Santa Catarina,77,Aluguel de máquinas e equipamentos sem operador,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,-258.0
2024-06-01,Admitido,42,Santa Catarina,77,Aluguel de máquinas e equipamentos sem operador,Aluguéis não imobiliários e gestão de ativos intangíveis não financeiros,301.0
2024-06-01,Desligado,42,Santa Catarina,78,Locação de mão de obra temporária,"Seleção, agenciamento e locação de mão de obra",-4645.0
2024-06-01,Desligado,42,Santa Catarina,78,Seleção e agenciamento de mão de obra,"Seleção, agenciamento e locação de mão de obra",-580.0
2024-06-01,Desligado,42,Santa Catarina,78,Fornecimento e gestão de recursos humanos para terceiros,"Seleção, agenciamento e locação de mão de obra",-969.0
2024-06-01,Admitido,42,Santa Catarina,78,Fornecimento e gestão de recursos humanos para terceiros,"Seleção, agenciamento e locação de mão de obra",1918.0
2024-06-01,Admitido,42,Santa Catarina,78,Locação de mão de obra temporária,"Seleção, agenciamento e locação de mão de obra",4162.0
2024-06-01,Admitido,42,Santa Catarina,78,Seleção e agenciamento de mão de obra,"Seleção, agenciamento e locação de mão de obra",765.0
2024-06-01,Desligado,42,Santa Catarina,79,Agências de viagens e operadores turísticos,"Agências de viagens, operadores turísticos e serviços de reservas",-99.0
2024-06-01,Admitido,42,Santa Catarina,79,Agências de viagens e operadores turísticos,"Agências de viagens, operadores turísticos e serviços de reservas",75.0
2024-06-01,Desligado,42,Santa Catarina,79,Serviços de reservas e outros serviços de turismo não especificados anteriormente,"Agências de viagens, operadores turísticos e serviços de reservas",-16.0
2024-06-01,Admitido,42,Santa Catarina,79,Serviços de reservas e outros serviços de turismo não especificados anteriormente,"Agências de viagens, operadores turísticos e serviços de reservas",33.0
2024-06-01,Admitido,42,Santa Catarina,8,"Extração de pedra, areia e argila",Extração de minerais não metálicos,132.0
2024-06-01,Desligado,42,Santa Catarina,8,"Extração de pedra, areia e argila",Extração de minerais não metálicos,-134.0
2024-06-01,Desligado,42,Santa Catarina,8,Extração de outros minerais não metálicos,Extração de minerais não metálicos,-39.0
2024-06-01,Admitido,42,Santa Catarina,8,Extração de outros minerais não metálicos,Extração de minerais não metálicos,42.0
2024-06-01,Desligado,42,Santa Catarina,80,Atividades de monitoramento de sistemas de segurança,"Atividades de vigilância, segurança e investigação",-177.0
2024-06-01,Admitido,42,Santa Catarina,80,Atividades de monitoramento de sistemas de segurança,"Atividades de vigilância, segurança e investigação",192.0
2024-06-01,Admitido,42,Santa Catarina,80,"Atividades de vigilância, segurança privada e transporte de valores","Atividades de vigilância, segurança e investigação",994.0
2024-06-01,Desligado,42,Santa Catarina,80,"Atividades de vigilância, segurança privada e transporte de valores","Atividades de vigilância, segurança e investigação",-1059.0
2024-06-01,Admitido,42,Santa Catarina,81,Atividades paisagísticas,Serviços para edifícios e atividades paisagísticas,82.0
2024-06-01,Desligado,42,Santa Catarina,81,Serviços combinados para apoio a edifícios,Serviços para edifícios e atividades paisagísticas,-933.0
2024-06-01,Desligado,42,Santa Catarina,81,Atividades de limpeza,Serviços para edifícios e atividades paisagísticas,-3252.0
2024-06-01,Admitido,42,Santa Catarina,81,Atividades de limpeza,Serviços para edifícios e atividades paisagísticas,4290.0
2024-06-01,Desligado,42,Santa Catarina,81,Atividades paisagísticas,Serviços para edifícios e atividades paisagísticas,-64.0
2024-06-01,Admitido,42,Santa Catarina,81,Serviços combinados para apoio a edifícios,Serviços para edifícios e atividades paisagísticas,980.0
2024-06-01,Desligado,42,Santa Catarina,82,"Atividades de organização de eventos, exceto culturais e esportivos","Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",-168.0
2024-06-01,Admitido,42,Santa Catarina,82,Outras atividades de serviços prestados principalmente às empresas,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",1728.0
2024-06-01,Desligado,42,Santa Catarina,82,Outras atividades de serviços prestados principalmente às empresas,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",-1517.0
2024-06-01,Admitido,42,Santa Catarina,82,Atividades de teleatendimento,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",397.0
2024-06-01,Desligado,42,Santa Catarina,82,Serviços de escritório e apoio administrativo,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",-2380.0
2024-06-01,Desligado,42,Santa Catarina,82,Atividades de teleatendimento,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",-412.0
2024-06-01,Admitido,42,Santa Catarina,82,Serviços de escritório e apoio administrativo,"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",2435.0
2024-06-01,Admitido,42,Santa Catarina,82,"Atividades de organização de eventos, exceto culturais e esportivos","Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às empresas",154.0
2024-06-01,Admitido,42,Santa Catarina,84,Administração do estado e da política econômica e social,"Administração pública, defesa e seguridade social",868.0
2024-06-01,Desligado,42,Santa Catarina,84,Administração do estado e da política econômica e social,"Administração pública, defesa e seguridade social",-510.0
2024-06-01,Desligado,42,Santa Catarina,84,Serviços coletivos prestados pela administração pública,"Administração pública, defesa e seguridade social",-1.0
2024-06-01,Desligado,42,Santa Catarina,84,Seguridade social obrigatória,"Administração pública, defesa e seguridade social",-3.0
2024-06-01,Desligado,42,Santa Catarina,85,Educação profissional de nível técnico e tecnológico,Educação,-34.0
2024-06-01,Desligado,42,Santa Catarina,85,Outras atividades de ensino,Educação,-852.0
2024-06-01,Admitido,42,Santa Catarina,85,Atividades de apoio à educação,Educação,43.0
2024-06-01,Admitido,42,Santa Catarina,85,Outras atividades de ensino,Educação,922.0
2024-06-01,Admitido,42,Santa Catarina,85,Educação profissional de nível técnico e tecnológico,Educação,31.0
2024-06-01,Admitido,42,Santa Catarina,85,Educação infantil e ensino fundamental,Educação,1232.0
2024-06-01,Desligado,42,Santa Catarina,85,Atividades de apoio à educação,Educação,-23.0
2024-06-01,Admitido,42,Santa Catarina,85,Ensino médio,Educação,109.0
2024-06-01,Admitido,42,Santa Catarina,85,Educação superior,Educação,377.0
2024-06-01,Desligado,42,Santa Catarina,85,Educação superior,Educação,-398.0
2024-06-01,Desligado,42,Santa Catarina,85,Educação infantil e ensino fundamental,Educação,-1123.0
2024-06-01,Desligado,42,Santa Catarina,85,Ensino médio,Educação,-82.0
2024-06-01,Desligado,42,Santa Catarina,86,Atividades de apoio à gestão de saúde,Atividades de atenção à saúde humana,-297.0
2024-06-01,Desligado,42,Santa Catarina,86,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Atividades de atenção à saúde humana,-152.0
2024-06-01,Admitido,42,Santa Catarina,86,Serviços móveis de atendimento a urgências e de remoção de pacientes,Atividades de atenção à saúde humana,48.0
2024-06-01,Admitido,42,Santa Catarina,86,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Atividades de atenção à saúde humana,164.0
2024-06-01,Admitido,42,Santa Catarina,86,Atividades de apoio à gestão de saúde,Atividades de atenção à saúde humana,617.0
2024-06-01,Admitido,42,Santa Catarina,86,Atividades de atendimento hospitalar,Atividades de atenção à saúde humana,1668.0
2024-06-01,Admitido,42,Santa Catarina,86,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Atividades de atenção à saúde humana,1058.0
2024-06-01,Desligado,42,Santa Catarina,86,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Atividades de atenção à saúde humana,-998.0
2024-06-01,Desligado,42,Santa Catarina,86,Atividades de serviços de complementação diagnóstica e terapêutica,Atividades de atenção à saúde humana,-397.0
2024-06-01,Admitido,42,Santa Catarina,86,Atividades de atenção à saúde humana não especificadas anteriormente,Atividades de atenção à saúde humana,69.0
2024-06-01,Desligado,42,Santa Catarina,86,Serviços móveis de atendimento a urgências e de remoção de pacientes,Atividades de atenção à saúde humana,-33.0
2024-06-01,Admitido,42,Santa Catarina,86,Atividades de serviços de complementação diagnóstica e terapêutica,Atividades de atenção à saúde humana,539.0
