"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"420480","CURITIBANOS","SC","09/2004","668","","39945","","59,80",""
"420480","CURITIBANOS","SC","02/2009","1456","","112721","","77,42",""
"420480","CURITIBANOS","SC","03/2009","1446","","112047","","77,49",""
"420480","CURITIBANOS","SC","06/2009","1393","","112579","","80,82",""
"420480","CURITIBANOS","SC","10/2004","693","","40775","","58,84",""
"420480","CURITIBANOS","SC","02/2006","1564","","80295","","51,34",""
"420480","CURITIBANOS","SC","06/2004","649","","38925","","59,98",""
"420480","CURITIBANOS","SC","02/2008","1622","","109640","","67,60",""
"420480","CURITIBANOS","SC","11/2011","1788","","194656","","108,87",""
"420480","CURITIBANOS","SC","03/2004","651","","39240","","60,28",""
"420480","CURITIBANOS","SC","07/2006","1568","","83100,00","","53,00",""
"420480","CURITIBANOS","SC","03/2010","1836","","143266","","78,03",""
"420480","CURITIBANOS","SC","04/2010","1877","","147343,00","","78,50",""
"420480","CURITIBANOS","SC","10/2008","1472","","116387","","79,07",""
"420480","CURITIBANOS","SC","12/2005","1601","","82715","","51,66",""
"420480","CURITIBANOS","SC","12/2006","1689","","94961","","56,22",""
"420480","CURITIBANOS","SC","06/2008","1612","","113673","","70,52",""
"420480","CURITIBANOS","SC","01/2011","1709","","135881","","79,51",""
"420480","CURITIBANOS","SC","10/2010","1790","","158760","","88,69",""
"420480","CURITIBANOS","SC","11/2004","788","","45653","","57,94",""
"420480","CURITIBANOS","SC","09/2006","1582","","83351,00","","52,69",""
"420480","CURITIBANOS","SC","04/2006","1557","","80152,00","","51,48",""
"420480","CURITIBANOS","SC","05/2009","1416","","108865","","76,88",""
"420480","CURITIBANOS","SC","01/2005","871","","50120","","57,54",""
"420480","CURITIBANOS","SC","08/2008","1615","","123267","","76,33",""
"420480","CURITIBANOS","SC","12/2009","1597","","140556,00","","88,01",""
"420480","CURITIBANOS","SC","08/2010","1786","","143264","","80,22",""
"420480","CURITIBANOS","SC","02/2011","1799","","142755","","79,35",""
"420480","CURITIBANOS","SC","05/2006","1504","","76623,00","","50,95",""
"420480","CURITIBANOS","SC","05/2005","1016","","55373","","54,50",""
"420480","CURITIBANOS","SC","09/2008","1448","","114351,00","","78,97",""
"420480","CURITIBANOS","SC","03/2011","1792","","141549","","78,99",""
"420480","CURITIBANOS","SC","07/2011","1704","","172064","","100,98",""
"420480","CURITIBANOS","SC","07/2009","1365","","109053","","79,89",""
"420480","CURITIBANOS","SC","08/2004","648","","38775","","59,84",""
"420480","CURITIBANOS","SC","10/2005","1428","","78465","","54,95",""
"420480","CURITIBANOS","SC","04/2009","1418","","108599","","76,59",""
"420480","CURITIBANOS","SC","08/2005","1234","","68096","","55,18",""
"420480","CURITIBANOS","SC","07/2010","1775","","138799","","78,20",""
"420480","CURITIBANOS","SC","11/2010","1746","","142631","","81,69",""
"420480","CURITIBANOS","SC","05/2004","649","","38955","","60,02",""
"420480","CURITIBANOS","SC","11/2006","1710","","93386","","54,61",""
"420480","CURITIBANOS","SC","01/2010","1610","","138394","","85,96",""
"420480","CURITIBANOS","SC","03/2008","1583","","110158","","69,59",""
"420480","CURITIBANOS","SC","11/2008","1482","","116978","","78,93",""
"420480","CURITIBANOS","SC","02/2010","1811","","140177,00","","77,40",""
"420480","CURITIBANOS","SC","12/2011","1774","","192708,00","","108,63",""
"420480","CURITIBANOS","SC","06/2007","1540","","90288","","58,63",""
"420480","CURITIBANOS","SC","07/2005","1104","","59266","","53,68",""
"420480","CURITIBANOS","SC","01/2004","651","","39240","","60,28",""
"420480","CURITIBANOS","SC","09/2010","1789","","145068","","81,09",""
"420480","CURITIBANOS","SC","11/2009","1649","","142891","","86,65",""
"420480","CURITIBANOS","SC","08/2011","1725","","180408","","104,58",""
"420480","CURITIBANOS","SC","07/2004","649","","38865","","59,88",""
"420480","CURITIBANOS","SC","03/2006","1558","","80160","","51,45",""
"420480","CURITIBANOS","SC","06/2005","1017","","55396","","54,47",""
"420480","CURITIBANOS","SC","08/2007","1653","","111643","","67,54",""
"420490","DESCANSO","SC","02/2011","242","","21236","","87,75",""
"420490","DESCANSO","SC","10/2006","326","","20423","","62,65",""
"420490","DESCANSO","SC","09/2009","301","","22441","","74,55",""
"420490","DESCANSO","SC","06/2006","351","","19440","","55,38",""
"420490","DESCANSO","SC","11/2006","324","","20476","","63,20",""
"420490","DESCANSO","SC","09/2004","119","","7480","","62,86",""
"420490","DESCANSO","SC","10/2004","122","","7609","","62,37",""
"420490","DESCANSO","SC","10/2011","169","","22192","","131,31",""
"420490","DESCANSO","SC","10/2009","300","","22397","","74,66",""
"420490","DESCANSO","SC","01/2006","324","","17833","","55,04",""
"420490","DESCANSO","SC","07/2008","265","","21534","","81,26",""
"420490","DESCANSO","SC","12/2010","254","","22727","","89,48",""
"420490","DESCANSO","SC","08/2005","239","","13972","","58,46",""
"420490","DESCANSO","SC","03/2008","255","","18312","","71,81",""
"420490","DESCANSO","SC","01/2010","267","","21051","","78,84",""
"420490","DESCANSO","SC","01/2005","138","","8486","","61,49",""
"420490","DESCANSO","SC","09/2011","168","","22054","","131,27",""
"420490","DESCANSO","SC","06/2009","262","","19230","","73,40",""
"420490","DESCANSO","SC","12/2006","345","","21522","","62,38",""
"420490","DESCANSO","SC","01/2009","326","","24960","","76,56",""
"420490","DESCANSO","SC","05/2008","279","","20538,00","","73,61",""
"420490","DESCANSO","SC","06/2008","279","","20918","","74,97",""
"420490","DESCANSO","SC","07/2010","262","","22034","","84,10",""
"420490","DESCANSO","SC","10/2010","257","","24879","","96,81",""
"420490","DESCANSO","SC","07/2005","214","","12027","","56,20",""
"420490","DESCANSO","SC","03/2006","323","","17768","","55,01",""
"420490","DESCANSO","SC","02/2009","320","","24688","","77,15",""
"420490","DESCANSO","SC","04/2004","112","","7050","","62,95",""
"420490","DESCANSO","SC","04/2010","263","","21347,00","","81,17",""
"420490","DESCANSO","SC","11/2004","139","","8596","","61,84",""
"420490","DESCANSO","SC","04/2005","207","","11806","","57,03",""
"420490","DESCANSO","SC","04/2011","234","","25180","","107,61",""
"420490","DESCANSO","SC","03/2009","314","","24088","","76,71",""
"420490","DESCANSO","SC","11/2009","300","","22638","","75,46",""
"420490","DESCANSO","SC","02/2005","138","","8486","","61,49",""
"420490","DESCANSO","SC","09/2005","239","","13972","","58,46",""
"420490","DESCANSO","SC","05/2009","298","","23380","","78,46",""
"420490","DESCANSO","SC","02/2008","285","","19160","","67,23",""
"420490","DESCANSO","SC","03/2010","261","","21169","","81,11",""
"420490","DESCANSO","SC","12/2011","165","","21048,00","","127,56",""
"420490","DESCANSO","SC","07/2009","246","","18090","","73,54",""
"420490","DESCANSO","SC","12/2004","138","","8581","","62,18",""
"420490","DESCANSO","SC","03/2004","112","","7080","","63,21",""
"420490","DESCANSO","SC","01/2004","112","","7080","","63,21",""
"420490","DESCANSO","SC","12/2009","274","","21844,00","","79,72",""
"420490","DESCANSO","SC","06/2005","214","","12027","","56,20",""
"420490","DESCANSO","SC","09/2006","295","","18165,00","","61,58",""
"420490","DESCANSO","SC","12/2005","333","","18310","","54,98",""
"420490","DESCANSO","SC","06/2011","192","","22216","","115,71",""
"420490","DESCANSO","SC","11/2011","167","","21272","","127,38",""
"420490","DESCANSO","SC","05/2004","112","","7020","","62,68",""
"420490","DESCANSO","SC","05/2005","207","","11806","","57,03",""
"420490","DESCANSO","SC","09/2010","261","","22488","","86,16",""
"420490","DESCANSO","SC","11/2010","268","","23305","","86,96",""
"420490","DESCANSO","SC","04/2009","315","","24210","","76,86",""
"420490","DESCANSO","SC","12/2008","303","","23834","","78,66",""
"420490","DESCANSO","SC","09/2008","305","","23628,00","","77,47",""
"420490","DESCANSO","SC","05/2010","262","","21369","","81,56",""
"420490","DESCANSO","SC","02/2006","324","","17863","","55,13",""
"420490","DESCANSO","SC","11/2005","328","","17975","","54,80",""
"420490","DESCANSO","SC","10/2008","306","","23410","","76,50",""
"420490","DESCANSO","SC","04/2008","277","","20260","","73,14",""
"420490","DESCANSO","SC","07/2006","350","","19861,00","","56,75",""
"420490","DESCANSO","SC","08/2009","246","","18208","","74,02",""
"420490","DESCANSO","SC","03/2011","239","","21014","","87,92",""
"420490","DESCANSO","SC","08/2010","261","","21955","","84,12",""
"420490","DESCANSO","SC","04/2006","324","","17813,00","","54,98",""
"420490","DESCANSO","SC","02/2010","267","","21205,00","","79,42",""
"420490","DESCANSO","SC","06/2004","112","","7020","","62,68",""
"420490","DESCANSO","SC","05/2006","322","","17894,00","","55,57",""
"420490","DESCANSO","SC","07/2004","112","","7005","","62,54",""
"420490","DESCANSO","SC","02/2004","112","","7080","","63,21",""
"420490","DESCANSO","SC","03/2005","138","","8486","","61,49",""
"420490","DESCANSO","SC","10/2005","239","","13972","","58,46",""
"420490","DESCANSO","SC","07/2011","183","","21716","","118,67",""
"420490","DESCANSO","SC","08/2008","266","","21624","","81,29",""
"420490","DESCANSO","SC","05/2011","211","","23558","","111,65",""
"420490","DESCANSO","SC","08/2006","342","","19608,00","","57,33",""
"420490","DESCANSO","SC","11/2008","303","","23764","","78,43",""
"420490","DESCANSO","SC","08/2004","112","","7005","","62,54",""
"420490","DESCANSO","SC","01/2008","297","","20470","","68,92",""
"420490","DESCANSO","SC","06/2010","263","","21784","","82,83",""
"420490","DESCANSO","SC","01/2011","244","","21313","","87,35",""
"420490","DESCANSO","SC","08/2011","161","","19926","","123,76",""
"420490","DESCANSO","SC","01/2012","160","","20480","","128,00",""
"420490","DESCANSO","SC","10/2007","343","","25834","","75,32",""
"420490","DESCANSO","SC","06/2016","152","","21760","","143,16",""
"420490","DESCANSO","SC","06/2007","354","","21593","","61,00",""
"420490","DESCANSO","SC","10/2018","101","","18093","","179,14",""
"420490","DESCANSO","SC","09/2016","146","","23652","","162,00",""
"420490","DESCANSO","SC","06/2021","130","","14388","","110,68",""
"420490","DESCANSO","SC","04/2012","159","","20892","","131,40",""
"420490","DESCANSO","SC","01/2021","112","","22019","","196,60",""
"420490","DESCANSO","SC","02/2021","127","","22948","","180,69",""
"420490","DESCANSO","SC","03/2021","130","","22928","","176,37",""
"420490","DESCANSO","SC","04/2021","130","","13962","","107,40",""
"420490","DESCANSO","SC","05/2021","130","","14133","","108,72",""
"420490","DESCANSO","SC","07/2021","130","","14566","","112,05",""
"420490","DESCANSO","SC","08/2021","129","","14522","","112,57",""
"420490","DESCANSO","SC","09/2021","129","","14734","","114,22",""
"420490","DESCANSO","SC","10/2021","129","","14694","","113,91",""
"420490","DESCANSO","SC","10/2016","146","","23755","","162,71",""
"420490","DESCANSO","SC","11/2012","178","","24272","","136,36",""
"420490","DESCANSO","SC","11/2016","134","","22158","","165,36",""
"420490","DESCANSO","SC","07/2016","148","","24107,00","","162,89",""
"420490","DESCANSO","SC","03/2016","153","","21442,00","","140,14",""
"420490","DESCANSO","SC","08/2007","347","","25722","","74,13",""
"420490","DESCANSO","SC","05/2012","150","","19960","","133,07",""
"420490","DESCANSO","SC","05/2007","366","","22033","","60,20",""
"420490","DESCANSO","SC","09/2012","169","","23860","","141,18",""
"420490","DESCANSO","SC","02/2007","364","","21898","","60,16",""
"420490","DESCANSO","SC","01/2016","160","","22654","","141,59",""
"420490","DESCANSO","SC","01/2007","346","","21321","","61,62",""
"420490","DESCANSO","SC","03/2012","160","","20690","","129,31",""
"420490","DESCANSO","SC","09/2007","350","","25964","","74,18",""
"420490","DESCANSO","SC","01/2018","121","","19200","","158,68",""
"420490","DESCANSO","SC","08/2012","168","","22356","","133,07",""
"420490","DESCANSO","SC","06/2018","102","","16597","","162,72",""
"420490","DESCANSO","SC","12/2007","354","","27126","","76,63",""
"420490","DESCANSO","SC","12/2012","187","","25404","","135,85",""
"420490","DESCANSO","SC","04/2016","148","","21105","","142,60",""
"420490","DESCANSO","SC","11/2007","351","","26706","","76,09",""
"420490","DESCANSO","SC","06/2012","147","","20326","","138,27",""
"420490","DESCANSO","SC","12/2016","128","","19470","","152,11",""
"420490","DESCANSO","SC","07/2007","357","","21898","","61,34",""
"420490","DESCANSO","SC","10/2012","172","","23756","","138,12",""
"420490","DESCANSO","SC","02/2018","121","","19332","","159,77",""
"420490","DESCANSO","SC","03/2018","120","","19332","","161,10",""
"420490","DESCANSO","SC","04/2018","114","","18434","","161,70",""
"420490","DESCANSO","SC","05/2018","112","","18175","","162,28",""
"420490","DESCANSO","SC","07/2018","101","","17495","","173,22",""
"420490","DESCANSO","SC","08/2018","104","","17985","","172,93",""
"420490","DESCANSO","SC","11/2018","111","","20735","","186,80",""
"420490","DESCANSO","SC","12/2018","110","","20058","","182,35",""
"420490","DESCANSO","SC","09/2018","98","","17021","","173,68",""
"420490","DESCANSO","SC","07/2012","161","","21376","","132,77",""
"420490","DESCANSO","SC","02/2012","159","","20346","","127,96",""
"420490","DESCANSO","SC","03/2007","365","","21928","","60,08",""
"420490","DESCANSO","SC","05/2016","148","","21014","","141,99",""
"420490","DESCANSO","SC","04/2007","371","","22243","","59,95",""
"420490","DESCANSO","SC","08/2016","148","","24470","","165,34",""
"420490","DESCANSO","SC","02/2016","161","","22361,00","","138,89",""
"420490","DESCANSO","SC","10/2015","175","","24797","","141,70",""
"420490","DESCANSO","SC","07/2015","192","","26887","","140,04",""
"420490","DESCANSO","SC","08/2015","195","","27341","","140,21",""
"420490","DESCANSO","SC","03/2024","","183","","123201","","676,93"
"420490","DESCANSO","SC","04/2024","","189","","128878,0","","685,52"
"420490","DESCANSO","SC","05/2024","","189","","133871,0","","708,31"
"420490","DESCANSO","SC","06/2024","","190","","135726,0","","714,35"
"420490","DESCANSO","SC","07/2024","","186","","129083,0","","693,99"
"420490","DESCANSO","SC","08/2024","","188","","128558,0","","683,82"
"420490","DESCANSO","SC","09/2024","","182","","122714,0","","677,98"
"420490","DESCANSO","SC","12/2024","","179","","120947,0","","683,32"
"420490","DESCANSO","SC","10/2017","114","","18265","","160,22",""
"420490","DESCANSO","SC","09/2017","114","","17807","","156,20",""
"420490","DESCANSO","SC","07/2017","114","","18087","","158,66",""
"420490","DESCANSO","SC","05/2017","117","","18342","","156,77",""
"420490","DESCANSO","SC","03/2017","122","","17617","","144,40",""
"420490","DESCANSO","SC","02/2017","122","","18063","","148,06",""
"420490","DESCANSO","SC","01/2017","122","","17858","","146,38",""
"420490","DESCANSO","SC","03/2023","","166","","116761","","711,96"
"420490","DESCANSO","SC","04/2023","","167","","117521","","712,25"
"420490","DESCANSO","SC","04/2026","","145","","97656","","678,17"
"420490","DESCANSO","SC","01/2026","","139","","94395","","679,10"
"420490","DESCANSO","SC","02/2026","","141","","109612","","777,39"
"420490","DESCANSO","SC","03/2026","","141","","101994","","728,53"
"420490","DESCANSO","SC","01/2015","178","","25528","","143,42",""
"420490","DESCANSO","SC","12/2023","","192","","132523,0","","690,22"
"420490","DESCANSO","SC","11/2023","","191","","132933,0","","695,98"
"420490","DESCANSO","SC","10/2023","","187","","134403,0","","718,73"
"420490","DESCANSO","SC","09/2023","","179","","126950","","709,22"
"420490","DESCANSO","SC","08/2023","","179","","129800,00","","725,14"
"420490","DESCANSO","SC","07/2023","","178","","126669,00","","711,62"
"420490","DESCANSO","SC","06/2023","","167","","127082","","760,97"
"420490","DESCANSO","SC","05/2023","","167","","118847","","711,66"
"420490","DESCANSO","SC","12/2015","166","","23248","","140,05",""
"420490","DESCANSO","SC","04/2017","123","","18725","","152,24",""
"420490","DESCANSO","SC","06/2017","118","","18331","","155,35",""
"420490","DESCANSO","SC","05/2026","","150","","102066","","685,01"
"420490","DESCANSO","SC","10/2024","","175","","115743,0","","665,19"
"420490","DESCANSO","SC","08/2017","114","","17307","","151,82",""
"420490","DESCANSO","SC","12/2017","118","","18781","","159,16",""
"420490","DESCANSO","SC","11/2017","116","","18366","","158,33",""
"420490","DESCANSO","SC","02/2015","180","","26555","","147,53",""
"420490","DESCANSO","SC","03/2015","181","","26676","","147,38",""
"420490","DESCANSO","SC","04/2015","187","","26954","","144,14",""
"420490","DESCANSO","SC","11/2015","169","","24146","","142,88",""
"420490","DESCANSO","SC","09/2015","191","","26665","","139,61",""
"420490","DESCANSO","SC","06/2015","186","","26011","","139,84",""
"420490","DESCANSO","SC","05/2015","182","","25354","","139,31",""
"420490","DESCANSO","SC","11/2024","","178","","118689,0","","674,37"
"420490","DESCANSO","SC","02/2024","","191","","132385,0","","693,12"
"420490","DESCANSO","SC","01/2024","","188","","129849,0","","690,69"
"420490","DESCANSO","SC","07/2025","","170","","115100,0","","681,07"
"420490","DESCANSO","SC","08/2014","175","","25918","","148,10",""
"420490","DESCANSO","SC","07/2014","176","","25982","","147,63",""
"420490","DESCANSO","SC","03/2013","178","","24624","","138,34",""
"420490","DESCANSO","SC","12/2014","180","","26394","","146,63",""
"420490","DESCANSO","SC","09/2014","178","","28706","","161,27",""
"420490","DESCANSO","SC","06/2019","108","","20271","","187,69",""
"420490","DESCANSO","SC","06/2025","","166","","112198","","675,89"
"420490","DESCANSO","SC","04/2025","","168","","112228,0","","676,07"
"420490","DESCANSO","SC","02/2020","124","","23103","","186,31",""
"420490","DESCANSO","SC","01/2013","188","","25496","","135,62",""
"420490","DESCANSO","SC","05/2025","","167","","113013,0","","676,72"
"420490","DESCANSO","SC","01/2014","178","","22998","","129,20",""
"420490","DESCANSO","SC","01/2019","110","","19750","","179,55",""
"420490","DESCANSO","SC","02/2019","110","","19654,00","","178,67",""
"420490","DESCANSO","SC","03/2025","","170","","112961","","672,39"
"420490","DESCANSO","SC","01/2020","124","","22856,00","","184,32",""
"420490","DESCANSO","SC","02/2025","","170","","116779,0","","686,94"
"420490","DESCANSO","SC","12/2019","102","","20126","","197,31",""
"420490","DESCANSO","SC","01/2025","","167","","116302","","696,42"
"420490","DESCANSO","SC","04/2019","108","","19199,00","","177,77",""
"420490","DESCANSO","SC","09/2019","106","","20698","","195,26",""
"420490","DESCANSO","SC","05/2019","112","","20202","","180,38",""
"420490","DESCANSO","SC","11/2019","102","","19678","","192,92",""
"420490","DESCANSO","SC","08/2019","105","","20733","","197,46",""
"420490","DESCANSO","SC","09/2013","167","","23384","","140,02",""
"420490","DESCANSO","SC","09/2020","117","","6378","","54,51",""
"420490","DESCANSO","SC","10/2014","178","","26151","","146,92",""
"420490","DESCANSO","SC","11/2020","117","","6378","","54,51",""
"420490","DESCANSO","SC","11/2013","176","","23492","","133,48",""
"420490","DESCANSO","SC","06/2014","178","","25802","","144,96",""
"420490","DESCANSO","SC","08/2013","168","","23150","","137,80",""
"420490","DESCANSO","SC","03/2014","169","","21584","","127,72",""
"420490","DESCANSO","SC","07/2013","174","","23974","","137,78",""
"420490","DESCANSO","SC","10/2020","117","","6378","","54,51",""
"420490","DESCANSO","SC","08/2020","118","","1857","","15,74",""
"420490","DESCANSO","SC","07/2020","118","","1857","","15,74",""
"420490","DESCANSO","SC","06/2020","118","","1715","","14,53",""
"420490","DESCANSO","SC","10/2013","169","","23598","","139,63",""
"420490","DESCANSO","SC","05/2020","118","","1626","","13,78",""
"420490","DESCANSO","SC","05/2014","180","","23200","","128,89",""
"420490","DESCANSO","SC","04/2020","120","","1845","","15,38",""
"420490","DESCANSO","SC","03/2020","123","","23125","","188,01",""
"420490","DESCANSO","SC","12/2020","117","","7223","","61,74",""
"420490","DESCANSO","SC","12/2025","","136","","91576","","704,43"
"420490","DESCANSO","SC","11/2025","","145","","97716,0","","678,58"
"420490","DESCANSO","SC","05/2013","177","","24170","","136,55",""
"420490","DESCANSO","SC","12/2013","176","","24078","","136,81",""
"420490","DESCANSO","SC","10/2019","106","","20596","","194,30",""
"420490","DESCANSO","SC","10/2025","","155","","104141","","676,24"
"420490","DESCANSO","SC","03/2019","108","","19366","","179,31",""
"420490","DESCANSO","SC","11/2014","180","","26375","","146,53",""
"420490","DESCANSO","SC","09/2025","","165","","111001","","676,84"
"420490","DESCANSO","SC","08/2025","","164","","109702","","673,02"
"420490","DESCANSO","SC","02/2013","170","","23094","","135,85",""
"420490","DESCANSO","SC","02/2014","177","","22640","","127,91",""
"420490","DESCANSO","SC","06/2013","176","","24174","","137,35",""
"420490","DESCANSO","SC","04/2014","176","","22924","","130,25",""
"420490","DESCANSO","SC","04/2013","177","","24008","","135,64",""
"420490","DESCANSO","SC","07/2019","107","","20484","","191,44",""
"420500","DIONÍSIO CERQUEIRA","SC","10/2020","449","","15162","","33,77",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2013","1032","","127494","","123,54",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2013","960","","119008","","123,97",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2014","805","","99088","","123,09",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2013","1058","","130492","","123,34",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2014","778","","106548","","136,95",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2013","1011","","124818","","123,46",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2013","1036","","128314","","123,86",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2019","441","","81912","","185,74",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2014","771","","107827","","139,85",""
"420500","DIONÍSIO CERQUEIRA","SC","10/2014","768","","105846","","137,82",""
"420500","DIONÍSIO CERQUEIRA","SC","09/2013","992","","123400","","124,40",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2020","452","","82903,00","","183,41",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2020","450","","82968","","184,37",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2020","459","","6772","","14,75",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2020","457","","7219","","15,80",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2020","457","","7587","","16,60",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2020","457","","7904","","17,30",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2020","457","","6681","","14,62",""
"420500","DIONÍSIO CERQUEIRA","SC","09/2020","449","","14551","","32,41",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2020","449","","14887","","33,16",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2020","449","","16132","","35,93",""
"420500","DIONÍSIO CERQUEIRA","SC","09/2019","424","","77493","","182,77",""
"420500","DIONÍSIO CERQUEIRA","SC","02/2013","1028","","126236","","122,80",""
"420500","DIONÍSIO CERQUEIRA","SC","02/2020","450","","82323","","182,94",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2014","871","","104996","","120,55",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2019","409","","78110","","190,98",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2013","996","","124456","","124,96",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2014","766","","109667","","143,17",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2014","883","","107906","","122,20",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2013","1014","","126930","","125,18",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2014","773","","105979","","137,10",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2013","969","","119884","","123,72",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2014","952","","114476","","120,25",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2019","456","","82801","","181,58",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2014","795","","108764","","136,81",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2025","","597","","421710","","706,38"
"420500","DIONÍSIO CERQUEIRA","SC","02/2025","","596","","418985,0","","702,99"
"420500","DIONÍSIO CERQUEIRA","SC","03/2025","","592","","412468","","696,74"
"420500","DIONÍSIO CERQUEIRA","SC","04/2025","","591","","411476,0","","696,24"
"420500","DIONÍSIO CERQUEIRA","SC","05/2025","","590","","408976,0","","696,72"
"420500","DIONÍSIO CERQUEIRA","SC","07/2025","","578","","400619,0","","694,31"
"420500","DIONÍSIO CERQUEIRA","SC","08/2025","","552","","384231","","697,33"
"420500","DIONÍSIO CERQUEIRA","SC","09/2025","","538","","377779","","704,81"
"420500","DIONÍSIO CERQUEIRA","SC","10/2025","","524","","382629","","733,01"
"420500","DIONÍSIO CERQUEIRA","SC","11/2025","","521","","378462,0","","727,81"
"420500","DIONÍSIO CERQUEIRA","SC","12/2025","","501","","361611","","724,67"
"420500","DIONÍSIO CERQUEIRA","SC","09/2014","767","","107457","","140,10",""
"420500","DIONÍSIO CERQUEIRA","SC","10/2013","988","","122564","","124,05",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2025","","590","","407740","","694,62"
"420500","DIONÍSIO CERQUEIRA","SC","01/2019","467","","82353","","176,34",""
"420500","DIONÍSIO CERQUEIRA","SC","02/2019","462","","81574,00","","176,57",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2019","466","","82735","","177,54",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2019","465","","84551","","181,83",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2019","444","","81859","","184,37",""
"420500","DIONÍSIO CERQUEIRA","SC","02/2014","951","","113826","","119,69",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2013","1070","","131116","","122,54",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2019","408","","75175","","184,25",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2019","456","","81152,00","","177,96",""
"420500","DIONÍSIO CERQUEIRA","SC","10/2019","422","","77019","","182,51",""
"420500","DIONÍSIO CERQUEIRA","SC","10/2012","1074","","134832","","125,54",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2016","566","","82511,00","","145,78",""
"420500","DIONÍSIO CERQUEIRA","SC","07/2018","478","","84898","","177,61",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2016","531","","78470","","147,78",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2012","1094","","124202","","113,53",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2016","566","","73580,00","","130,00",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2016","565","","73497","","130,08",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2021","474","","43432","","91,63",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2021","474","","42113","","88,85",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2012","1082","","135702","","125,42",""
"420500","DIONÍSIO CERQUEIRA","SC","03/2021","468","","87081","","186,07",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2007","880","","60313","","68,54",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2012","1031","","127280","","123,45",""
"420500","DIONÍSIO CERQUEIRA","SC","02/2021","457","","84812","","185,58",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2012","1063","","131838","","124,02",""
"420500","DIONÍSIO CERQUEIRA","SC","05/2012","1028","","125354","","121,94",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2018","475","","84313","","177,50",""
"420500","DIONÍSIO CERQUEIRA","SC","11/2007","835","","68196","","81,67",""
"420500","DIONÍSIO CERQUEIRA","SC","01/2021","446","","86961","","194,98",""
"420500","DIONÍSIO CERQUEIRA","SC","06/2016","572","","75146","","131,37",""
"420500","DIONÍSIO CERQUEIRA","SC","09/2012","1065","","132790","","124,69",""
"420500","DIONÍSIO CERQUEIRA","SC","08/2007","840","","67998","","80,95",""
"420500","DIONÍSIO CERQUEIRA","SC","04/2012","1057","","126426","","119,61",""
"420500","DIONÍSIO CERQUEIRA","SC","12/2016","523","","73389","","140,32",""
