"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"420917","JUPIÁ","SC","04/2011","107","","10490","","98,04",""
"420917","JUPIÁ","SC","05/2009","86","","6010","","69,88",""
"420917","JUPIÁ","SC","12/2006","102","","5956","","58,39",""
"420917","JUPIÁ","SC","11/2009","94","","7529","","80,10",""
"420917","JUPIÁ","SC","05/2004","33","","2570","","77,88",""
"420917","JUPIÁ","SC","01/2006","87","","5473","","62,91",""
"420917","JUPIÁ","SC","12/2009","94","","7441,00","","79,16",""
"420917","JUPIÁ","SC","01/2008","94","","6224","","66,21",""
"420917","JUPIÁ","SC","06/2010","106","","7985","","75,33",""
"420917","JUPIÁ","SC","10/2009","93","","7373","","79,28",""
"420917","JUPIÁ","SC","06/2009","86","","6444","","74,93",""
"420917","JUPIÁ","SC","08/2011","100","","10104","","101,04",""
"420917","JUPIÁ","SC","09/2009","93","","7316","","78,67",""
"420917","JUPIÁ","SC","07/2011","105","","10222","","97,35",""
"420917","JUPIÁ","SC","10/2011","103","","10742","","104,29",""
"420917","JUPIÁ","SC","05/2011","105","","10292","","98,02",""
"420917","JUPIÁ","SC","08/2010","105","","7974","","75,94",""
"420917","JUPIÁ","SC","11/2004","51","","3659","","71,75",""
"420917","JUPIÁ","SC","02/2008","94","","6126","","65,17",""
"420917","JUPIÁ","SC","07/2005","57","","4099","","71,91",""
"420917","JUPIÁ","SC","04/2021","113","","12341","","109,21",""
"420917","JUPIÁ","SC","09/2012","87","","10002","","114,97",""
"420917","JUPIÁ","SC","03/2021","107","","18293","","170,96",""
"420917","JUPIÁ","SC","04/2007","103","","6103","","59,25",""
"420917","JUPIÁ","SC","11/2007","103","","6668","","64,74",""
"420917","JUPIÁ","SC","02/2016","111","","15110,00","","136,13",""
"420917","JUPIÁ","SC","11/2016","101","","14820","","146,73",""
"420917","JUPIÁ","SC","11/2012","89","","10314","","115,89",""
"420917","JUPIÁ","SC","08/2012","89","","10192","","114,52",""
"420917","JUPIÁ","SC","04/2012","100","","10630","","106,30",""
"420917","JUPIÁ","SC","01/2007","101","","6073","","60,13",""
"420917","JUPIÁ","SC","12/2012","89","","10672","","119,91",""
"420917","JUPIÁ","SC","03/2018","107","","15907","","148,66",""
"420917","JUPIÁ","SC","04/2018","94","","14209","","151,16",""
"420917","JUPIÁ","SC","05/2018","96","","14628","","152,38",""
"420917","JUPIÁ","SC","07/2018","81","","12544","","154,86",""
"420917","JUPIÁ","SC","08/2018","83","","13004","","156,67",""
"420917","JUPIÁ","SC","09/2018","80","","12095","","151,19",""
"420917","JUPIÁ","SC","08/2016","106","","15987","","150,82",""
"420917","JUPIÁ","SC","10/2018","80","","12366","","154,58",""
"420917","JUPIÁ","SC","11/2018","79","","12372","","156,61",""
"420917","JUPIÁ","SC","10/2021","110","","13009","","118,26",""
"420917","JUPIÁ","SC","09/2021","110","","13125","","119,32",""
"420917","JUPIÁ","SC","12/2018","78","","14190","","181,92",""
"420917","JUPIÁ","SC","08/2021","110","","13166","","119,69",""
"420917","JUPIÁ","SC","07/2021","113","","13161","","116,47",""
"420917","JUPIÁ","SC","07/2016","108","","16276,00","","150,70",""
"420917","JUPIÁ","SC","06/2021","113","","12665","","112,08",""
"420917","JUPIÁ","SC","06/2016","109","","14865","","136,38",""
"420917","JUPIÁ","SC","12/2016","100","","14511","","145,11",""
"420917","JUPIÁ","SC","03/2007","103","","6103","","59,25",""
"420917","JUPIÁ","SC","07/2012","95","","10240","","107,79",""
"420917","JUPIÁ","SC","02/2021","105","","17593","","167,55",""
"420917","JUPIÁ","SC","05/2021","113","","12706","","112,44",""
"420917","JUPIÁ","SC","06/2012","98","","10770","","109,90",""
"420917","JUPIÁ","SC","02/2012","101","","10912","","108,04",""
"420917","JUPIÁ","SC","06/2018","78","","11105","","142,37",""
"420917","JUPIÁ","SC","09/2016","106","","15261","","143,97",""
"420917","JUPIÁ","SC","10/2007","103","","6534","","63,44",""
"420917","JUPIÁ","SC","04/2016","109","","14956","","137,21",""
"420917","JUPIÁ","SC","01/2021","91","","15485","","170,16",""
"420917","JUPIÁ","SC","03/2012","102","","11880","","116,47",""
"420917","JUPIÁ","SC","03/2016","111","","14963,00","","134,80",""
"420917","JUPIÁ","SC","05/2012","95","","10138","","106,72",""
"420917","JUPIÁ","SC","01/2016","109","","14709","","134,94",""
"420917","JUPIÁ","SC","01/2018","105","","15470","","147,33",""
"420917","JUPIÁ","SC","02/2018","110","","16037","","145,79",""
"420917","JUPIÁ","SC","10/2012","88","","10136","","115,18",""
"420917","JUPIÁ","SC","02/2007","100","","5928","","59,28",""
"420917","JUPIÁ","SC","05/2016","107","","14540","","135,89",""
"420917","JUPIÁ","SC","01/2012","100","","10186","","101,86",""
"420917","JUPIÁ","SC","10/2016","105","","15022","","143,07",""
"420917","JUPIÁ","SC","08/2024","","137","","89535,0","","653,54"
"420917","JUPIÁ","SC","11/2015","108","","14991","","138,81",""
"420917","JUPIÁ","SC","09/2015","107","","15996","","149,50",""
"420917","JUPIÁ","SC","06/2015","113","","15318","","135,56",""
"420917","JUPIÁ","SC","05/2015","111","","15251","","137,40",""
"420917","JUPIÁ","SC","02/2026","","94","","60593","","644,61"
"420917","JUPIÁ","SC","07/2015","109","","14978","","137,41",""
"420917","JUPIÁ","SC","09/2024","","137","","91280,0","","666,28"
"420917","JUPIÁ","SC","01/2026","","97","","66218","","682,66"
"420917","JUPIÁ","SC","09/2023","","145","","97102","","669,67"
"420917","JUPIÁ","SC","02/2017","95","","14039","","147,78",""
"420917","JUPIÁ","SC","01/2024","","126","","82236,0","","652,67"
"420917","JUPIÁ","SC","01/2015","109","","14950","","137,16",""
"420917","JUPIÁ","SC","08/2017","105","","16567","","157,78",""
"420917","JUPIÁ","SC","02/2024","","130","","85136,0","","654,89"
"420917","JUPIÁ","SC","08/2023","","143","","96731,00","","676,44"
"420917","JUPIÁ","SC","07/2024","","137","","88780,0","","648,03"
"420917","JUPIÁ","SC","06/2024","","138","","90220,0","","653,77"
"420917","JUPIÁ","SC","03/2023","","143","","94590","","670,85"
"420917","JUPIÁ","SC","04/2023","","145","","96256","","673,12"
"420917","JUPIÁ","SC","05/2023","","145","","98229","","677,44"
"420917","JUPIÁ","SC","10/2023","","141","","94217,0","","668,21"
"420917","JUPIÁ","SC","11/2023","","133","","86491,0","","650,31"
"420917","JUPIÁ","SC","12/2023","","130","","86191,0","","663,01"
"420917","JUPIÁ","SC","05/2026","","89","","58593","","658,35"
"420917","JUPIÁ","SC","03/2024","","128","","81190","","634,30"
"420917","JUPIÁ","SC","02/2015","106","","14805","","139,67",""
"420917","JUPIÁ","SC","03/2015","102","","14210","","139,31",""
"420917","JUPIÁ","SC","03/2026","","93","","60593","","658,62"
"420917","JUPIÁ","SC","04/2026","","91","","60068","","660,09"
"420917","JUPIÁ","SC","05/2024","","136","","87520,0","","643,53"
"420917","JUPIÁ","SC","10/2024","","140","","92530,0","","660,93"
"420917","JUPIÁ","SC","11/2024","","144","","95717,0","","664,70"
"420917","JUPIÁ","SC","12/2024","","140","","93557,0","","668,26"
"420917","JUPIÁ","SC","12/2015","111","","15795","","142,30",""
"420917","JUPIÁ","SC","12/2017","102","","15240","","149,41",""
"420917","JUPIÁ","SC","11/2017","102","","15444","","151,41",""
"420917","JUPIÁ","SC","10/2017","99","","14962","","151,13",""
"420917","JUPIÁ","SC","09/2017","101","","15624","","154,69",""
"420917","JUPIÁ","SC","07/2017","97","","15287","","157,60",""
"420917","JUPIÁ","SC","06/2017","102","","15600","","152,94",""
"420917","JUPIÁ","SC","05/2017","101","","15771","","156,15",""
"420917","JUPIÁ","SC","04/2017","96","","14459","","150,61",""
"420917","JUPIÁ","SC","06/2023","","143","","101274","","708,21"
"420917","JUPIÁ","SC","07/2023","","142","","99069,00","","697,67"
"420917","JUPIÁ","SC","03/2017","96","","14030","","146,15",""
"420917","JUPIÁ","SC","01/2017","91","","12795","","140,60",""
"420917","JUPIÁ","SC","04/2024","","133","","86020,0","","646,77"
"420917","JUPIÁ","SC","04/2015","109","","15002","","137,63",""
"420917","JUPIÁ","SC","10/2015","108","","15211","","140,84",""
"420917","JUPIÁ","SC","08/2015","108","","15233","","141,05",""
"420917","JUPIÁ","SC","09/2020","92","","4125","","44,84",""
"420917","JUPIÁ","SC","03/2014","102","","12750","","125,00",""
"420917","JUPIÁ","SC","10/2014","107","","14855","","138,83",""
"420917","JUPIÁ","SC","01/2019","77","","12819","","166,48",""
"420917","JUPIÁ","SC","09/2025","","106","","68146","","655,25"
"420917","JUPIÁ","SC","01/2013","88","","10536","","119,73",""
"420917","JUPIÁ","SC","06/2019","72","","13039","","181,10",""
"420917","JUPIÁ","SC","11/2019","71","","13030","","183,52",""
"420917","JUPIÁ","SC","10/2019","70","","12389","","176,99",""
"420917","JUPIÁ","SC","09/2019","71","","12316","","173,46",""
"420917","JUPIÁ","SC","04/2025","","131","","82454,0","","634,26"
"420917","JUPIÁ","SC","11/2013","98","","12244","","124,94",""
"420917","JUPIÁ","SC","02/2013","90","","10836","","120,40",""
"420917","JUPIÁ","SC","07/2019","69","","11859","","171,87",""
"420917","JUPIÁ","SC","08/2019","71","","12713","","179,06",""
"420917","JUPIÁ","SC","05/2019","75","","12874","","171,65",""
"420917","JUPIÁ","SC","07/2013","94","","12480","","132,77",""
"420917","JUPIÁ","SC","07/2014","109","","15424","","141,50",""
"420917","JUPIÁ","SC","12/2019","70","","12230","","174,71",""
"420917","JUPIÁ","SC","02/2019","78","","14265,00","","182,88",""
"420917","JUPIÁ","SC","04/2019","74","","12389,00","","167,42",""
"420917","JUPIÁ","SC","09/2013","94","","12188","","129,66",""
"420917","JUPIÁ","SC","01/2020","92","","15411,00","","167,51",""
"420917","JUPIÁ","SC","02/2020","92","","15299","","166,29",""
"420917","JUPIÁ","SC","03/2020","90","","15362","","170,69",""
"420917","JUPIÁ","SC","04/2020","93","","2921","","31,41",""
"420917","JUPIÁ","SC","05/2020","92","","2512","","27,30",""
"420917","JUPIÁ","SC","03/2013","89","","10796","","121,30",""
"420917","JUPIÁ","SC","02/2014","102","","13056","","128,00",""
"420917","JUPIÁ","SC","06/2020","92","","2512","","27,30",""
"420917","JUPIÁ","SC","07/2020","92","","2334","","25,37",""
"420917","JUPIÁ","SC","08/2020","92","","2334","","25,37",""
"420917","JUPIÁ","SC","10/2020","92","","4394","","47,76",""
"420917","JUPIÁ","SC","11/2020","92","","4037","","43,88",""
"420917","JUPIÁ","SC","12/2020","92","","4573","","49,71",""
"420917","JUPIÁ","SC","01/2025","","134","","90327","","674,08"
"420917","JUPIÁ","SC","12/2025","","96","","62393","","701,04"
"420917","JUPIÁ","SC","08/2013","93","","12112","","130,24",""
"420917","JUPIÁ","SC","10/2013","92","","11678","","126,93",""
"420917","JUPIÁ","SC","01/2014","100","","12208","","122,08",""
"420917","JUPIÁ","SC","11/2025","","97","","62693,0","","653,05"
"420917","JUPIÁ","SC","02/2025","","135","","91302,0","","676,31"
"420917","JUPIÁ","SC","03/2025","","135","","86059","","642,23"
"420917","JUPIÁ","SC","04/2013","89","","10702","","120,25",""
"420917","JUPIÁ","SC","09/2014","108","","15205","","140,79",""
"420917","JUPIÁ","SC","05/2025","","124","","79175,0","","638,51"
"420917","JUPIÁ","SC","06/2025","","125","","80875","","647,00"
"420917","JUPIÁ","SC","05/2014","105","","12776","","121,68",""
"420917","JUPIÁ","SC","05/2013","89","","10798","","121,33",""
"420917","JUPIÁ","SC","10/2025","","106","","65046","","625,44"
"420917","JUPIÁ","SC","11/2014","110","","15408","","140,07",""
"420917","JUPIÁ","SC","04/2014","105","","12840","","122,29",""
"420917","JUPIÁ","SC","06/2013","93","","11838","","127,29",""
"420917","JUPIÁ","SC","08/2014","106","","14646","","138,17",""
"420917","JUPIÁ","SC","08/2025","","105","","66746","","641,79"
"420917","JUPIÁ","SC","12/2014","108","","14856","","137,56",""
"420917","JUPIÁ","SC","07/2025","","112","","68596,0","","617,98"
"420917","JUPIÁ","SC","06/2014","105","","14271","","135,91",""
"420917","JUPIÁ","SC","12/2013","100","","12442","","124,42",""
"420917","JUPIÁ","SC","03/2019","76","","12551","","165,14",""
"420920","LACERDÓPOLIS","SC","03/2020","2","","284","","142,00",""
"420920","LACERDÓPOLIS","SC","05/2014","25","","2926","","117,04",""
"420920","LACERDÓPOLIS","SC","03/2014","25","","3442","","137,68",""
"420920","LACERDÓPOLIS","SC","04/2013","30","","3608","","120,27",""
"420920","LACERDÓPOLIS","SC","09/2013","27","","3250","","120,37",""
"420920","LACERDÓPOLIS","SC","10/2013","25","","2988","","119,52",""
"420920","LACERDÓPOLIS","SC","11/2025","","12","","7612,0","","634,33"
"420920","LACERDÓPOLIS","SC","10/2025","","14","","11037","","788,36"
"420920","LACERDÓPOLIS","SC","04/2014","25","","3130","","125,20",""
"420920","LACERDÓPOLIS","SC","12/2025","","12","","8012","","890,22"
"420920","LACERDÓPOLIS","SC","07/2025","","12","","7432,0","","619,33"
"420920","LACERDÓPOLIS","SC","12/2014","22","","2807","","127,59",""
"420920","LACERDÓPOLIS","SC","05/2013","31","","3742","","120,71",""
"420920","LACERDÓPOLIS","SC","02/2014","25","","3402","","136,08",""
"420920","LACERDÓPOLIS","SC","06/2025","","13","","7857","","604,38"
"420920","LACERDÓPOLIS","SC","11/2014","24","","2926","","121,92",""
"420920","LACERDÓPOLIS","SC","01/2014","26","","3370","","129,62",""
"420920","LACERDÓPOLIS","SC","11/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","06/2014","25","","3295","","131,80",""
"420920","LACERDÓPOLIS","SC","09/2019","1","","193","","193,00",""
"420920","LACERDÓPOLIS","SC","07/2014","24","","3141","","130,88",""
"420920","LACERDÓPOLIS","SC","08/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","10/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","06/2019","2","","364","","182,00",""
"420920","LACERDÓPOLIS","SC","08/2014","24","","3080","","128,33",""
"420920","LACERDÓPOLIS","SC","10/2019","1","","193","","193,00",""
"420920","LACERDÓPOLIS","SC","02/2013","27","","3636","","134,67",""
"420920","LACERDÓPOLIS","SC","12/2013","28","","3516","","125,57",""
"420920","LACERDÓPOLIS","SC","09/2014","23","","3010","","130,87",""
"420920","LACERDÓPOLIS","SC","09/2025","","12","","7942","","661,83"
"420920","LACERDÓPOLIS","SC","06/2013","30","","3642","","121,40",""
"420920","LACERDÓPOLIS","SC","03/2019","3","","439","","146,33",""
"420920","LACERDÓPOLIS","SC","07/2013","30","","3720","","124,00",""
"420920","LACERDÓPOLIS","SC","02/2019","3","","439,00","","146,33",""
"420920","LACERDÓPOLIS","SC","11/2013","26","","3420","","131,54",""
"420920","LACERDÓPOLIS","SC","01/2019","3","","439","","146,33",""
"420920","LACERDÓPOLIS","SC","07/2019","2","","364","","182,00",""
"420920","LACERDÓPOLIS","SC","01/2020","2","","284","","142,00",""
"420920","LACERDÓPOLIS","SC","08/2025","","11","","6532","","593,82"
"420920","LACERDÓPOLIS","SC","02/2020","2","","284","","142,00",""
"420920","LACERDÓPOLIS","SC","12/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","03/2013","29","","3468","","119,59",""
"420920","LACERDÓPOLIS","SC","04/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","05/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","06/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","07/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","03/2025","","12","","7507","","625,58"
"420920","LACERDÓPOLIS","SC","04/2025","","12","","7507,0","","625,58"
"420920","LACERDÓPOLIS","SC","05/2019","3","","487","","162,33",""
"420920","LACERDÓPOLIS","SC","11/2019","1","","193","","193,00",""
"420920","LACERDÓPOLIS","SC","02/2025","","13","","8232,0","","633,23"
"420920","LACERDÓPOLIS","SC","01/2025","","13","","8737","","672,08"
"420920","LACERDÓPOLIS","SC","12/2019","1","","193","","193,00",""
"420920","LACERDÓPOLIS","SC","04/2019","3","","487,00","","162,33",""
"420920","LACERDÓPOLIS","SC","10/2014","22","","2912","","132,36",""
"420920","LACERDÓPOLIS","SC","08/2013","27","","3420","","126,67",""
"420920","LACERDÓPOLIS","SC","08/2019","2","","364","","182,00",""
"420920","LACERDÓPOLIS","SC","05/2025","","12","","7507,0","","625,58"
"420920","LACERDÓPOLIS","SC","09/2020","2","","0","","0,00",""
"420920","LACERDÓPOLIS","SC","09/2007","35","","1828","","52,23",""
"420920","LACERDÓPOLIS","SC","10/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","09/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","01/2018","8","","1342","","167,75",""
"420920","LACERDÓPOLIS","SC","08/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","07/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","11/2012","31","","3484","","112,39",""
"420920","LACERDÓPOLIS","SC","05/2018","5","","751","","150,20",""
"420920","LACERDÓPOLIS","SC","02/2016","22","","3680,00","","167,27",""
"420920","LACERDÓPOLIS","SC","06/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","05/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","12/2012","31","","3626","","116,97",""
"420920","LACERDÓPOLIS","SC","07/2016","14","","3007,00","","214,79",""
"420920","LACERDÓPOLIS","SC","06/2012","26","","2898","","111,46",""
"420920","LACERDÓPOLIS","SC","10/2016","19","","3768","","198,32",""
"420920","LACERDÓPOLIS","SC","04/2021","6","","1067","","177,83",""
"420920","LACERDÓPOLIS","SC","05/2007","36","","1533","","42,58",""
"420920","LACERDÓPOLIS","SC","04/2016","21","","3917","","186,52",""
"420920","LACERDÓPOLIS","SC","03/2016","22","","3680,00","","167,27",""
"420920","LACERDÓPOLIS","SC","02/2021","6","","1351","","225,17",""
"420920","LACERDÓPOLIS","SC","01/2012","26","","2446","","94,08",""
"420920","LACERDÓPOLIS","SC","12/2007","36","","1788","","49,67",""
"420920","LACERDÓPOLIS","SC","11/2016","17","","3311","","194,76",""
"420920","LACERDÓPOLIS","SC","02/2007","34","","1458","","42,88",""
"420920","LACERDÓPOLIS","SC","03/2021","6","","1351","","225,17",""
"420920","LACERDÓPOLIS","SC","01/2021","3","","782","","260,67",""
"420920","LACERDÓPOLIS","SC","06/2007","34","","1503","","44,21",""
"420920","LACERDÓPOLIS","SC","10/2012","32","","3658","","114,31",""
"420920","LACERDÓPOLIS","SC","08/2007","35","","1886","","53,89",""
"420920","LACERDÓPOLIS","SC","05/2012","26","","2744","","105,54",""
"420920","LACERDÓPOLIS","SC","09/2016","14","","2859","","204,21",""
"420920","LACERDÓPOLIS","SC","02/2012","26","","2522","","97,00",""
"420920","LACERDÓPOLIS","SC","07/2012","26","","2936","","112,92",""
"420920","LACERDÓPOLIS","SC","05/2016","20","","3751","","187,55",""
"420920","LACERDÓPOLIS","SC","04/2012","27","","2770","","102,59",""
"420920","LACERDÓPOLIS","SC","01/2013","32","","4060","","126,88",""
"420920","LACERDÓPOLIS","SC","06/2016","15","","2698","","179,87",""
"420920","LACERDÓPOLIS","SC","01/2016","22","","3680","","167,27",""
"420920","LACERDÓPOLIS","SC","08/2016","14","","2868","","204,86",""
"420920","LACERDÓPOLIS","SC","02/2018","8","","1342","","167,75",""
"420920","LACERDÓPOLIS","SC","03/2018","8","","1349","","168,63",""
"420920","LACERDÓPOLIS","SC","04/2018","5","","751","","150,20",""
"420920","LACERDÓPOLIS","SC","06/2018","5","","751","","150,20",""
"420920","LACERDÓPOLIS","SC","07/2018","3","","458","","152,67",""
"420920","LACERDÓPOLIS","SC","08/2018","3","","458","","152,67",""
"420920","LACERDÓPOLIS","SC","09/2018","3","","458","","152,67",""
"420920","LACERDÓPOLIS","SC","10/2018","3","","458","","152,67",""
"420920","LACERDÓPOLIS","SC","03/2007","34","","1458","","42,88",""
"420920","LACERDÓPOLIS","SC","11/2018","5","","774","","154,80",""
"420920","LACERDÓPOLIS","SC","09/2012","32","","3658","","114,31",""
"420920","LACERDÓPOLIS","SC","08/2012","34","","3952","","116,24",""
"420920","LACERDÓPOLIS","SC","12/2018","4","","562","","140,50",""
"420920","LACERDÓPOLIS","SC","01/2007","34","","1458","","42,88",""
"420920","LACERDÓPOLIS","SC","12/2016","17","","3255","","191,47",""
"420920","LACERDÓPOLIS","SC","03/2012","27","","3230","","119,63",""
"420920","LACERDÓPOLIS","SC","11/2010","44","","2631","","59,80",""
"420920","LACERDÓPOLIS","SC","08/2010","43","","2486","","57,81",""
"420920","LACERDÓPOLIS","SC","05/2008","36","","1764,00","","49,00",""
"420920","LACERDÓPOLIS","SC","10/2008","34","","1726","","50,76",""
"420920","LACERDÓPOLIS","SC","10/2007","36","","1788","","49,67",""
"420920","LACERDÓPOLIS","SC","12/2009","43","","2216,00","","51,53",""
"420920","LACERDÓPOLIS","SC","11/2006","37","","1486","","40,16",""
"420920","LACERDÓPOLIS","SC","01/2010","44","","2286","","51,95",""
"420920","LACERDÓPOLIS","SC","02/2008","37","","1824","","49,30",""
"420920","LACERDÓPOLIS","SC","04/2010","41","","2150,00","","52,44",""
"420920","LACERDÓPOLIS","SC","07/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","07/2006","37","","1486,00","","40,16",""
"420920","LACERDÓPOLIS","SC","06/2009","37","","2114","","57,14",""
"420920","LACERDÓPOLIS","SC","06/2005","12","","455","","37,92",""
"420920","LACERDÓPOLIS","SC","10/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","02/2010","41","","2082,00","","50,78",""
"420920","LACERDÓPOLIS","SC","07/2005","15","","508","","33,87",""
"420920","LACERDÓPOLIS","SC","09/2008","32","","1646,00","","51,44",""
"420920","LACERDÓPOLIS","SC","08/2011","27","","2402","","88,96",""
"420920","LACERDÓPOLIS","SC","12/2011","27","","2498,00","","92,52",""
"420920","LACERDÓPOLIS","SC","02/2005","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","09/2010","43","","2486","","57,81",""
"420920","LACERDÓPOLIS","SC","10/2005","38","","1277","","33,61",""
"420920","LACERDÓPOLIS","SC","12/2008","38","","1938","","51,00",""
"420920","LACERDÓPOLIS","SC","05/2006","37","","1436,00","","38,81",""
"420920","LACERDÓPOLIS","SC","02/2009","38","","2072","","54,53",""
"420920","LACERDÓPOLIS","SC","09/2011","27","","2498","","92,52",""
"420920","LACERDÓPOLIS","SC","04/2008","36","","1764","","49,00",""
"420920","LACERDÓPOLIS","SC","03/2011","34","","2268","","66,71",""
"420920","LACERDÓPOLIS","SC","04/2006","39","","1404,00","","36,00",""
"420920","LACERDÓPOLIS","SC","01/2011","36","","2334","","64,83",""
"420920","LACERDÓPOLIS","SC","03/2005","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","09/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","05/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","06/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","08/2008","36","","1882","","52,28",""
"420920","LACERDÓPOLIS","SC","11/2008","37","","1888","","51,03",""
"420920","LACERDÓPOLIS","SC","06/2010","45","","2541","","56,47",""
"420920","LACERDÓPOLIS","SC","03/2010","41","","2150","","52,44",""
"420920","LACERDÓPOLIS","SC","05/2010","39","","2150","","55,13",""
"420920","LACERDÓPOLIS","SC","03/2006","39","","1404","","36,00",""
"420920","LACERDÓPOLIS","SC","07/2010","43","","2475","","57,56",""
"420920","LACERDÓPOLIS","SC","08/2005","19","","613","","32,26",""
"420920","LACERDÓPOLIS","SC","03/2008","35","","1728","","49,37",""
"420920","LACERDÓPOLIS","SC","10/2009","42","","2126","","50,62",""
"420920","LACERDÓPOLIS","SC","10/2006","37","","1486","","40,16",""
"420920","LACERDÓPOLIS","SC","07/2008","36","","1924","","53,44",""
"420920","LACERDÓPOLIS","SC","06/2006","37","","1486","","40,16",""
"420920","LACERDÓPOLIS","SC","01/2004","8","","215","","26,88",""
"420920","LACERDÓPOLIS","SC","03/2004","8","","215","","26,88",""
"420920","LACERDÓPOLIS","SC","01/2006","39","","1404","","36,00",""
"420920","LACERDÓPOLIS","SC","05/2009","38","","2072","","54,53",""
"420920","LACERDÓPOLIS","SC","04/2005","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","04/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","04/2009","38","","2072","","54,53",""
"420920","LACERDÓPOLIS","SC","12/2010","38","","2512","","66,11",""
"420920","LACERDÓPOLIS","SC","04/2011","34","","2932","","86,24",""
"420920","LACERDÓPOLIS","SC","01/2009","43","","2130","","49,53",""
"420920","LACERDÓPOLIS","SC","01/2008","36","","1788","","49,67",""
"420920","LACERDÓPOLIS","SC","09/2009","48","","2754","","57,38",""
"420920","LACERDÓPOLIS","SC","04/2007","36","","1588","","44,11",""
"420920","LACERDÓPOLIS","SC","09/2006","37","","1486,00","","40,16",""
"420920","LACERDÓPOLIS","SC","07/2009","49","","2566","","52,37",""
"420920","LACERDÓPOLIS","SC","11/2005","37","","1247","","33,70",""
"420920","LACERDÓPOLIS","SC","01/2005","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","07/2011","33","","2964","","89,82",""
"420920","LACERDÓPOLIS","SC","06/2008","36","","1764","","49,00",""
"420920","LACERDÓPOLIS","SC","12/2006","36","","1533","","42,58",""
"420920","LACERDÓPOLIS","SC","08/2006","37","","1486,00","","40,16",""
"420920","LACERDÓPOLIS","SC","07/2007","35","","1598","","45,66",""
"420920","LACERDÓPOLIS","SC","11/2011","27","","2498","","92,52",""
"420920","LACERDÓPOLIS","SC","05/2011","32","","2798","","87,44",""
"420920","LACERDÓPOLIS","SC","11/2007","36","","1788","","49,67",""
"420920","LACERDÓPOLIS","SC","11/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","02/2011","33","","2246","","68,06",""
"420920","LACERDÓPOLIS","SC","10/2010","42","","2532","","60,29",""
"420920","LACERDÓPOLIS","SC","08/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","02/2006","39","","1404","","36,00",""
"420920","LACERDÓPOLIS","SC","06/2011","31","","2766","","89,23",""
"420920","LACERDÓPOLIS","SC","03/2009","38","","2072","","54,53",""
"420920","LACERDÓPOLIS","SC","09/2005","32","","1142","","35,69",""
"420920","LACERDÓPOLIS","SC","10/2011","27","","2498","","92,52",""
"420920","LACERDÓPOLIS","SC","08/2009","49","","2566","","52,37",""
"420920","LACERDÓPOLIS","SC","05/2005","12","","455","","37,92",""
"420920","LACERDÓPOLIS","SC","12/2004","8","","200","","25,00",""
"420920","LACERDÓPOLIS","SC","12/2005","40","","1377","","34,43",""
"420920","LACERDÓPOLIS","SC","11/2009","43","","2238","","52,05",""
"420920","LACERDÓPOLIS","SC","02/2004","8","","215","","26,88",""
"420920","LACERDÓPOLIS","SC","05/2024","","20","","14248,0","","712,40"
"420920","LACERDÓPOLIS","SC","05/2017","11","","1400","","127,27",""
"420920","LACERDÓPOLIS","SC","06/2017","12","","1656","","138,00",""
"420920","LACERDÓPOLIS","SC","05/2015","21","","3363","","160,14",""
"420920","LACERDÓPOLIS","SC","07/2017","11","","1539","","139,91",""
