anexo_padronizado,coluna,cod_conta,conta,linhas,municipios,anos,primeiro_ano,ultimo_ano
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.361 - Ensino Fundamental,1888,287,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.362 - Ensino Médio,147,62,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.363 - Ensino Profissional,41,22,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.364 - Ensino Superior,209,92,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.365 - Educação Infantil,1579,285,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.366 - Educação de Jovens e Adultos,115,50,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.367 - Educação Especial,152,67,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,12.368 - Educação Básica,20,12,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,13 - Cultura,1195,257,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,13.122 - Administração Geral,59,16,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,"13.391 - Patrimônio Histórico, Artístico e Arqueológico",115,33,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,13.392 - Difusão Cultural,1130,251,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,14 - Direitos da Cidadania,278,78,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,14.122 - Administração Geral,6,2,4,2021,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,14.421 - Custódia e Reintegração Social,5,2,4,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,"14.422 - Direitos Individuais, Coletivos e Difusos",206,54,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,15 - Urbanismo,1835,287,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,15.122 - Administração Geral,69,15,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,15.451 - Infraestrutura Urbana,1416,254,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,15.452 - Serviços Urbanos,1345,246,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,15.453 - Transportes Coletivos Urbanos,60,21,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,16 - Habitação,422,142,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,16.122 - Administração Geral,41,13,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,16.481 - Habitação Rural,30,13,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,16.482 - Habitação Urbana,374,132,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,17 - Saneamento,805,185,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,17.122 - Administração Geral,49,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,17.511 - Saneamento Básico Rural,64,32,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,17.512 - Saneamento Básico Urbano,716,166,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18 - Gestão Ambiental,591,139,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18.122 - Administração Geral,65,16,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18.541 - Preservação e Conservação Ambiental,430,105,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18.542 - Controle Ambiental,128,40,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18.543 - Recuperação de Áreas Degradadas,12,4,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,18.544 - Recursos Hídricos,31,13,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,19 - Ciência e Tecnologia,26,9,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,19.572 - Desenvolvimento Tecnológico e Engenharia,8,1,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,19.573 - Difusão do Conhecimento Científico e Tecnológico,7,3,6,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20 - Agricultura,1620,283,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20.122 - Administração Geral,67,19,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20.605 - Abastecimento,81,22,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20.606 - Extensão Rural,1286,250,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20.608 - Promoção da Produção Agropecuária,259,86,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,20.609 - Defesa Agropecuária,17,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,22 - Indústria,361,115,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,22.122 - Administração Geral,16,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,22.661 - Promoção Industrial,315,97,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,22.662 - Produção Industrial,18,8,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,22.664 - Propriedade Industrial,1,1,1,2018,2018
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23 - Comércio e Serviços,778,175,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23.122 - Administração Geral,20,8,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23.691 - Promoção Comercial,184,59,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23.692 - Comercialização,13,6,6,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23.694 - Serviços Financeiros,8,2,7,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,23.695 - Turismo,648,143,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,24 - Comunicações,68,20,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,24.122 - Administração Geral,12,3,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,24.721 - Comunicações Postais,5,2,4,2020,2023
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,24.722 - Telecomunicações,17,9,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,25 - Energia,236,67,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,25.122 - Administração Geral,1,1,1,2017,2017
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,25.751 - Conservação de Energia,8,4,4,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,25.752 - Energia Elétrica,214,59,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26 - Transporte,1395,248,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.122 - Administração Geral,29,7,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.781 - Transporte Aéreo,23,7,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.782 - Transporte Rodoviário,1350,243,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.784 - Transporte Aquaviário,1,1,1,2024,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.784 - Transporte Hidroviário,10,3,7,2017,2023
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,26.785 - Transportes Especiais,13,3,7,2017,2023
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,27 - Desporto e Lazer,1352,275,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,27.122 - Administração Geral,47,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,27.811 - Desporto de Rendimento,60,15,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,27.812 - Desporto Comunitário,1236,262,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,27.813 - Lazer,194,59,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28 - Encargos Especiais,534,165,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28.841 - Refinanciamento da Dívida Interna,1,1,1,2020,2020
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28.843 - Serviço da Dívida Interna,153,63,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28.844 - Serviço da Dívida Externa,3,1,3,2021,2023
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28.845 - Outras Transferências,136,41,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,28.846 - Outros Encargos Especiais,307,111,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,Despesas Exceto Intraorçamentárias,2188,294,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,Despesas Intraorçamentárias,170,53,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU01 - Demais Subfunções,15,4,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU02 - Demais Subfunções,8,3,5,2017,2021
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU03 - Demais Subfunções,16,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU04 - Demais Subfunções,231,54,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU05 - Demais Subfunções,6,3,4,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU06 - Demais Subfunções,102,33,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU08 - Demais Subfunções,153,69,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU09 - Demais Subfunções,14,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU10 - Demais Subfunções,97,40,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU11 - Demais Subfunções,3,2,3,2021,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU12 - Demais Subfunções,606,178,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU13 - Demais Subfunções,82,27,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU14 - Demais Subfunções,82,28,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU15 - Demais Subfunções,196,58,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU16 - Demais Subfunções,20,6,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU17 - Demais Subfunções,87,26,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU18 - Demais Subfunções,38,16,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU19 - Demais Subfunções,11,5,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU20 - Demais Subfunções,192,79,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU22 - Demais Subfunções,21,12,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU23 - Demais Subfunções,84,29,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU24 - Demais Subfunções,40,9,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU25 - Demais Subfunções,13,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU26 - Demais Subfunções,77,27,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU27 - Demais Subfunções,45,21,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Não Processados,TotalDespesas,FU28 - Demais Subfunções,48,24,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,01 - Legislativa,392,138,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,01.031 - Ação Legislativa,390,136,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,01.032 - Controle Externo,1,1,1,2023,2023
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,01.122 - Administração Geral,1,1,1,2021,2021
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,02 - Judiciária,254,50,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,02.061 - Ação Judiciária,90,21,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,02.062 - Defesa do Interesse Público no Processo Judiciário,160,30,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,02.122 - Administração Geral,9,4,7,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,03 - Essencial à Justiça,73,17,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,03.091 - Defesa da Ordem Jurídica,29,7,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,03.092 - Representação Judicial e Extrajudicial,34,8,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,03.122 - Administração Geral,5,2,4,2020,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04 - Administração,1826,282,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.121 - Planejamento e Orçamento,357,74,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.122 - Administração Geral,1788,280,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.123 - Administração Financeira,679,148,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.124 - Controle Interno,344,98,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.125 - Normatização e Fiscalização,53,17,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.126 - Tecnologia da Informação,78,22,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.127 - Ordenamento Territorial,16,4,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.128 - Formação de Recursos Humanos,40,14,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.129 - Administração de Receitas,179,36,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.130 - Administração de Concessões,1,1,1,2021,2021
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,04.131 - Comunicação Social,170,43,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,05 - Defesa Nacional,23,9,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,05.153 - Defesa Terrestre,15,4,6,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,06 - Segurança Pública,1080,223,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,06.122 - Administração Geral,50,17,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,06.181 - Policiamento,774,187,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,06.182 - Defesa Civil,657,154,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,06.183 - Informação e Inteligência,43,9,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,07 - Relações Exteriores,1,1,1,2018,2018
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,07.122 - Administração Geral,1,1,1,2018,2018
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08 - Assistência Social,1645,276,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.122 - Administração Geral,108,30,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.241 - Assistência ao Idoso,315,118,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.242 - Assistência ao Portador de Deficiência,52,25,7,2017,2023
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.242 - Assistência à Pessoa com Deficiência,7,7,1,2024,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.243 - Assistência à Criança e ao Adolescente,930,222,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,08.244 - Assistência Comunitária,1586,274,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,09 - Previdência Social,266,61,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,09.122 - Administração Geral,39,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,09.271 - Previdência Básica,33,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,09.272 - Previdência do Regime Estatutário,217,54,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,09.274 - Previdência Especial,1,1,1,2023,2023
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10 - Saúde,1783,281,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.122 - Administração Geral,171,52,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.301 - Atenção Básica,1760,280,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.302 - Assistência Hospitalar e Ambulatorial,808,167,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.303 - Suporte Profilático e Terapêutico,361,108,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.304 - Vigilância Sanitária,706,193,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.305 - Vigilância Epidemiológica,577,160,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,10.306 - Alimentação e Nutrição,85,39,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,11 - Trabalho,84,26,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,11.122 - Administração Geral,2,1,2,2023,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,11.331 - Proteção e Benefícios ao Trabalhador,27,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,11.333 - Empregabilidade,11,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,11.334 - Fomento ao Trabalho,46,15,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12 - Educação,1764,286,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.122 - Administração Geral,189,50,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.361 - Ensino Fundamental,1702,282,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.362 - Ensino Médio,102,59,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.363 - Ensino Profissional,44,17,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.364 - Ensino Superior,254,94,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.365 - Educação Infantil,1542,278,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.366 - Educação de Jovens e Adultos,164,58,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.367 - Educação Especial,141,58,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,12.368 - Educação Básica,10,6,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,13 - Cultura,1198,247,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,13.122 - Administração Geral,72,17,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,"13.391 - Patrimônio Histórico, Artístico e Arqueológico",94,29,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,13.392 - Difusão Cultural,1119,241,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,14 - Direitos da Cidadania,298,75,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,14.122 - Administração Geral,8,2,6,2019,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,14.421 - Custódia e Reintegração Social,7,2,7,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,"14.422 - Direitos Individuais, Coletivos e Difusos",218,53,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,15 - Urbanismo,1511,269,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,15.122 - Administração Geral,66,14,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,15.451 - Infraestrutura Urbana,868,207,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,15.452 - Serviços Urbanos,1168,230,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,15.453 - Transportes Coletivos Urbanos,26,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,16 - Habitação,272,81,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,16.122 - Administração Geral,41,12,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,16.481 - Habitação Rural,14,8,6,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,16.482 - Habitação Urbana,217,72,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,17 - Saneamento,663,149,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,17.122 - Administração Geral,49,10,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,17.511 - Saneamento Básico Rural,27,16,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,17.512 - Saneamento Básico Urbano,599,137,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18 - Gestão Ambiental,556,135,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18.122 - Administração Geral,55,14,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18.541 - Preservação e Conservação Ambiental,392,101,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18.542 - Controle Ambiental,126,42,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18.543 - Recuperação de Áreas Degradadas,17,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,18.544 - Recursos Hídricos,10,5,6,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,19 - Ciência e Tecnologia,15,8,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,19.572 - Desenvolvimento Tecnológico e Engenharia,4,1,4,2018,2022
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,19.573 - Difusão do Conhecimento Científico e Tecnológico,5,4,4,2017,2021
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20 - Agricultura,1531,278,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20.122 - Administração Geral,68,18,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20.605 - Abastecimento,64,21,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20.606 - Extensão Rural,1220,246,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20.608 - Promoção da Produção Agropecuária,221,74,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,20.609 - Defesa Agropecuária,16,7,5,2020,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,22 - Indústria,239,73,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,22.122 - Administração Geral,18,6,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,22.661 - Promoção Industrial,196,64,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,22.662 - Produção Industrial,22,5,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,22.664 - Propriedade Industrial,2,1,2,2018,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23 - Comércio e Serviços,731,155,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23.122 - Administração Geral,14,8,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23.691 - Promoção Comercial,164,53,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23.692 - Comercialização,18,6,7,2017,2023
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23.694 - Serviços Financeiros,4,1,4,2018,2023
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,23.695 - Turismo,623,133,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,24 - Comunicações,101,22,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,24.122 - Administração Geral,12,3,8,2017,2024
Anexo I-E,Inscrição de Restos a Pagar Processados,TotalDespesas,24.721 - Comunicações Postais,3,1,3,2020,2022
