anexo_padronizado,coluna,cod_conta,conta,linhas,municipios,anos,primeiro_ano,ultimo_ano
Anexo I-AB,31/12/2023,P1.2.2.2.0.00.00,1.2.2.2.0.00.00 - Propriedades para Investimento,24,24,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.2.1.00.00,1.2.2.2.1.00.00 - Propriedades para Investimento - Consolidação,24,24,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.3.0.00.00,1.2.2.3.0.00.00 - Investimentos do RPPS de Longo Prazo,9,9,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.3.1.00.00,1.2.2.3.1.00.00 - Investimentos do RPPS de Longo Prazo - Consolidação,9,9,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.7.0.00.00,1.2.2.7.0.00.00 - Demais Investimentos Permanentes,17,17,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.7.1.00.00,1.2.2.7.1.00.00 - Demais Investimentos Permanentes - Consolidação,17,17,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.8.0.00.00,1.2.2.8.0.00.00 - (-) Depreciação Acumulada de Investimentos,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.8.1.00.00,1.2.2.8.1.00.00 - (-) Depreciação Acumulada de Investimentos - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.8.1.01.00,1.2.2.8.1.01.00 - (-) Depreciação Acumulada de Investimentos - Consolidação - Propriedades para Investimento,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.9.0.00.00,1.2.2.9.0.00.00 - (-) Redução ao Valor Recuperável de Investimentos,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.9.1.00.00,1.2.2.9.1.00.00 - (-) Redução ao Valor Recuperável de Investimentos - Consolidação,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.2.9.1.01.00,1.2.2.9.1.01.00 - (-) Redução ao Valor Recuperável de Investimentos - Participações Permanentes,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.0.0.00.00,1.2.3.0.0.00.00 - Imobilizado,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.1.0.00.00,1.2.3.1.0.00.00 - Bens Moveis,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.1.1.00.00,1.2.3.1.1.00.00 - Bens Móveis - Consolidação,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.2.0.00.00,1.2.3.2.0.00.00 - Bens Imóveis,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.2.1.00.00,1.2.3.2.1.00.00 - Bens Imóveis - Consolidação,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.0.00.00,"1.2.3.8.0.00.00 - (-) Depreciação, Exaustão e Amortização Acumuladas",265,265,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.00.00,"1.2.3.8.1.00.00 - (-) Depreciação, Exaustão e Amortização Acumuladas - Consolidação",265,265,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.01.00,1.2.3.8.1.01.00 - (-) Depreciação Acumulada - Bens Móveis,263,263,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.02.00,1.2.3.8.1.02.00 - (-) Depreciação Acumulada - Bens Imóveis,188,188,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.03.00,1.2.3.8.1.03.00 - (-) Exaustão Acumulada - Bens Móveis,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.04.00,1.2.3.8.1.04.00 - (-) Exaustão Acumulada - Bens Imóveis,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.05.00,1.2.3.8.1.05.00 - (-) Amortização Acumulada - Bens Móveis,6,6,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.8.1.06.00,1.2.3.8.1.06.00 - (-) Amortização Acumulada - Bens Imóveis,7,7,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.9.0.00.00,1.2.3.9.0.00.00 - (-) Redução ao Valor Recuperável de Imobilizado,8,8,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.9.1.00.00,1.2.3.9.1.00.00 - (-) Redução ao Valor Recuperável de Imobilizado - Consolidação,8,8,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.9.1.01.00,1.2.3.9.1.01.00 - (-) Redução ao Valor Recuperável de Imobilizado - Bens Moveis,6,6,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.3.9.1.02.00,1.2.3.9.1.02.00 - (-) Redução ao Valor Recuperável de Imobilizado - Bens Imóveis,4,4,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.0.0.00.00,1.2.4.0.0.00.00 - Intangível,39,39,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.1.0.00.00,1.2.4.1.0.00.00 - Softwares,27,27,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.1.1.00.00,1.2.4.1.1.00.00 - Softwares - Consolidação,27,27,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.2.0.00.00,"1.2.4.2.0.00.00 - Marcas, Direitos e Patentes Industriais",19,19,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.2.1.00.00,"1.2.4.2.1.00.00 - Marcas, Direitos e Patentes Industriais - Consolidação",19,19,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.0.00.00,1.2.4.8.0.00.00 - (-) Amortização Acumulada,18,18,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.1.00.00,1.2.4.8.1.00.00 - (-) Amortização Acumulada - Consolidação,18,18,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.1.01.00,1.2.4.8.1.01.00 - (-) Amortização Acumulada - Softwares,14,14,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.1.02.00,"1.2.4.8.1.02.00 - (-) Amortização Acumulada - Marcas, Direitos e Patentes",2,2,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.1.03.00,1.2.4.8.1.03.00 - (-) Amortização Acumulada - Direito de Uso de Imóveis,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P1.2.4.8.1.99.00,1.2.4.8.1.99.00 - (-) Outras Amortizações Acumuladas,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.0.0.0.0.00.00,2.0.0.0.0.00.00 - Passivo e Patrimônio Liquido,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.0.0.0.00.00,2.1.0.0.0.00.00 - Passivo Circulante,294,294,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.0.0.0.00.00F,2.1.0.0.0.00.00 - Passivo Circulante - Financeiro,284,284,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.0.0.0.00.00P,2.1.0.0.0.00.00 - Passivo Circulante - Permanente,291,291,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.0.0.00.00,"2.1.1.0.0.00.00 - Obrigações Trabalhistas, Previdenciárias e Assistenciais a Pagar a Curto Prazo",290,290,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.1.0.00.00,2.1.1.1.0.00.00 - Pessoal a Pagar,275,275,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.1.1.00.00,2.1.1.1.1.00.00 - Pessoal a Pagar - Consolidação,275,275,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.0.00.00,2.1.1.2.0.00.00 - Benefícios Previdenciários a Pagar,72,72,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.1.00.00,2.1.1.2.1.00.00 - Benefícios Previdenciários a Pagar - Consolidação,69,69,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.2.00.00,2.1.1.2.2.00.00 - Benefícios Previdenciários a Pagar - Intra OFSS,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.3.00.00,2.1.1.2.3.00.00 - Benefícios Previdenciários a Pagar - Inter OFSS - União,6,6,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.4.00.00,2.1.1.2.4.00.00 - Benefícios Previdenciários a Pagar - Inter OFSS - Estado,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.2.5.00.00,2.1.1.2.5.00.00 - Benefícios Previdenciários a Pagar - Inter OFSS - Município,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.3.0.00.00,2.1.1.3.0.00.00 - Benefícios Assistenciais a Pagar,21,21,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.3.1.00.00,2.1.1.3.1.00.00 - Benefícios Assistenciais a Pagar - Consolidação,21,21,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.0.00.00,2.1.1.4.0.00.00 - Encargos Sociais a Pagar,260,260,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.1.00.00,2.1.1.4.1.00.00 - Encargos Sociais a Pagar - Consolidação,68,68,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.2.00.00,2.1.1.4.2.00.00 - Encargos Sociais a Pagar - Intra OFSS,52,52,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.3.00.00,2.1.1.4.3.00.00 - Encargos Sociais a Pagar - Inter OFSS - União,253,253,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.4.00.00,2.1.1.4.4.00.00 - Encargos Sociais a Pagar - Inter OFSS - Estado,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.1.4.5.00.00,2.1.1.4.5.00.00 - Encargos Sociais a Pagar - Inter OFSS - Município,6,6,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.0.0.00.00,2.1.2.0.0.00.00 - Empréstimos e Financiamentos a Curto Prazo,218,218,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.1.0.00.00,2.1.2.1.0.00.00 - Empréstimos a Curto Prazo - Interno,170,170,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.1.1.00.00,2.1.2.1.1.00.00 - Empréstimos a Curto Prazo - Interno - Consolidação,98,98,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.1.3.00.00,2.1.2.1.3.00.00 - Empréstimos a Curto Prazo - Interno - Inter OFSS - União,82,82,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.1.4.00.00,2.1.2.1.4.00.00 - Empréstimos a Curto Prazo - Interno - Inter OFSS - Estado,27,27,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.1.5.00.00,2.1.2.1.5.00.00 - Empréstimos a Curto Prazo - Interno - Inter OFSS - Município,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.2.0.00.00,2.1.2.2.0.00.00 - Empréstimos a Curto Prazo - Externo,5,5,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.2.1.00.00,2.1.2.2.1.00.00 - Empréstimos a Curto Prazo - Externo Consolidação,5,5,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.3.0.00.00,2.1.2.3.0.00.00 - Financiamentos a Curto Prazo - Interno,61,61,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.3.1.00.00,2.1.2.3.1.00.00 - Financiamentos a Curto Prazo- Interno - Consolidação,41,41,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.3.3.00.00,2.1.2.3.3.00.00 - Financiamentos a Curto Prazo - Interno - Inter OFSS - União,16,16,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.3.4.00.00,2.1.2.3.4.00.00 - Financiamentos a Curto Prazo - Interno - Inter OFSS - Estado,9,9,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.4.0.00.00,2.1.2.4.0.00.00 - Financiamento a Curto Prazo - Externo,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.4.1.00.00,2.1.2.4.1.00.00 - Financiamento a Curto Prazo - Externo - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.5.0.00.00,2.1.2.5.0.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Interno,97,97,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.5.1.00.00,2.1.2.5.1.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Interno - Consolidação,57,57,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.5.3.00.00,2.1.2.5.3.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Interno - Inter OFSS - União,57,57,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.5.4.00.00,2.1.2.5.4.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Interno - Inter OFSS - Estado,17,17,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.6.0.00.00,2.1.2.6.0.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Externo,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.6.1.00.00,2.1.2.6.1.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Curto Prazo - Externo - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.8.0.00.00,2.1.2.8.0.00.00 - (-) Encargos Financeiros a Apropriar - Interno,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.2.8.1.00.00,2.1.2.8.1.00.00 - (-) Encargos Financeiros a Apropriar - Interno - Consolidação,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.0.0.00.00,2.1.3.0.0.00.00 - Fornecedores e Contas a Pagar a Curto Prazo,270,270,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.0.00.00,2.1.3.1.0.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto Prazo,270,270,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.1.00.00,2.1.3.1.1.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto Prazo - Consolidação,270,270,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.2.00.00,"2.1.3.1.2.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto 
 Prazo - Intra OFSS",14,14,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.3.00.00,"2.1.3.1.3.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto 
 Prazo - Inter OFSS - União",3,3,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.4.00.00,"2.1.3.1.4.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto 
 Prazo - Inter OFSS - Estado",6,6,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.1.5.00.00,"2.1.3.1.5.00.00 - Fornecedores e Contas a Pagar Nacionais a Curto 
 Prazo - Inter OFSS - Município",7,7,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.2.0.00.00,2.1.3.2.0.00.00 - Fornecedores e Contas a Pagar Estrangeiros a Curto Prazo,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.3.2.1.00.00,2.1.3.2.1.00.00 - Fornecedores e Contas a Pagar Estrangeiros a Curto Prazo - Consolidação,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.0.0.00.00,2.1.4.0.0.00.00 - Obrigações Fiscais a Curto Prazo,171,171,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.1.0.00.00,2.1.4.1.0.00.00 - Obrigações Fiscais a Curto Prazo com a União,99,99,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.1.1.00.00,2.1.4.1.1.00.00 - Obrigações Fiscais a Curto Prazo com a União - Consolidação,57,57,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.1.2.00.00,2.1.4.1.2.00.00 - Obrigações Fiscais a Curto Prazo com a União - Intra OFSS,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.1.3.00.00,2.1.4.1.3.00.00 - Obrigações Fiscais a Curto Prazo com a União - Inter OFSS - União,50,50,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.2.0.00.00,2.1.4.2.0.00.00 - Obrigações Fiscais a Curto Prazo com os Estados,99,99,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.2.4.00.00,2.1.4.2.4.00.00 - Obrigações Fiscais a Curto Prazo com os Estados - Inter OFSS - Estado,99,99,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.3.0.00.00,2.1.4.3.0.00.00 - Obrigações Fiscais a Curto Prazo com os Municípios,4,4,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.3.1.00.00,2.1.4.3.1.00.00 - Obrigações Fiscais a Curto Prazo com os Municípios - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.3.2.00.00,2.1.4.3.2.00.00 - Obrigações Fiscais a Curto Prazo com os Municípios - Intra OFSS,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.4.3.5.00.00,2.1.4.3.5.00.00 - Obrigações Fiscais a Curto Prazo com os Municípios - Inter OFSS - Município,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.5.0.0.00.00,2.1.5.0.0.00.00 - Transferências Fiscais a Curto Prazo,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.5.9.0.00.00,2.1.5.9.0.00.00 - Demais Transferências a Pagar,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.5.9.4.00.00,2.1.5.9.4.00.00 - Demais Transferências a Pagar - Inter OFSS - Estado,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.0.0.00.00,2.1.7.0.0.00.00 - Provisões a Curto Prazo,8,8,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.1.0.00.00,2.1.7.1.0.00.00 - Provisão para Riscos Trabalhistas a Curto Prazo,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.1.1.00.00,2.1.7.1.1.00.00 - Provisão para Riscos Trabalhistas a Curto Prazo - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.3.0.00.00,2.1.7.3.0.00.00 - Provisões para Riscos Fiscais a Curto Prazo,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.3.1.00.00,2.1.7.3.1.00.00 - Provisões para Riscos Fiscais a Curto Prazo - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.3.3.00.00,2.1.7.3.3.00.00 - Provisões para Riscos Fiscais a Curto Prazo - Inter OFSS - União,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.9.0.00.00,2.1.7.9.0.00.00 - Outras Provisões a Curto Prazo,5,5,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.7.9.1.00.00,2.1.7.9.1.00.00 - Outras Provisões a Curto Prazo - Consolidação,5,5,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.0.0.00.00,2.1.8.0.0.00.00 - Adiantamento de Clientes e Demais Obrigações a Curto Prazo,283,283,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.1.0.00.00,2.1.8.1.0.00.00 - Adiantamentos de Clientes,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.1.1.00.00,2.1.8.1.1.00.00 - Adiantamentos de Clientes - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.1.2.00.00,2.1.8.1.2.00.00 - Adiantamentos de Clientes - Intra OFSS,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.6.0.00.00,2.1.8.6.0.00.00 - Obrigações Decorrentes de Contratos De PPP,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.6.1.00.00,2.1.8.6.1.00.00 - Obrigações Decorrentes de Contratos De PPP - Consolidação,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.8.0.00.00,2.1.8.8.0.00.00 - Valores Restituíveis,268,268,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.8.1.00.00,2.1.8.8.1.00.00 - Valores Restituíveis - Consolidação,266,266,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.8.2.00.00,2.1.8.8.2.00.00 - Valores Restituíveis - Intra OFSS,23,23,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.8.3.00.00,2.1.8.8.3.00.00 - Valores Restituíveis - Inter OFSS - União,17,17,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.8.5.00.00,2.1.8.8.5.00.00 - Valores Restituíveis - Inter OFSS - Município,3,3,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.9.0.00.00,2.1.8.9.0.00.00 - Outras Obrigações a Curto Prazo,242,242,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.9.1.00.00,2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação,240,240,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.9.2.00.00,2.1.8.9.2.00.00 - Outras Obrigações a Curto Prazo - Intra OFSS,3,3,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.9.3.00.00,2.1.8.9.3.00.00 - Outras Obrigações a Curto Prazo - Inter OFSS - União,8,8,1,2023,2023
Anexo I-AB,31/12/2023,P2.1.8.9.5.00.00,2.1.8.9.5.00.00 - Outras Obrigações a Curto Prazo - Inter OFSS - Município,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.0.0.0.00.00,2.2.0.0.0.00.00 - Passivo Não-Circulante,271,271,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.0.0.0.00.00F,2.2.0.0.0.00.00 - Passivo Não Circulante - Financeiro,3,3,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.0.0.0.00.00P,2.2.0.0.0.00.00 - Passivo Não Circulante - Permanente,263,263,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.0.0.00.00,"2.2.1.0.0.00.00 - Obrigações Trabalhistas, Previdenciárias e Assistenciais a Pagar a Longo Prazo",161,161,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.1.0.00.00,2.2.1.1.0.00.00 - Pessoal a Pagar,72,72,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.1.1.00.00,2.2.1.1.1.00.00 - Pessoal a Pagar - Consolidação,72,72,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.2.0.00.00,2.2.1.2.0.00.00 - Benefícios Previdenciários a Pagar,7,7,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.2.1.00.00,2.2.1.2.1.00.00 - Benefícios Previdenciários a Pagar - Consolidação,7,7,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.2.4.00.00,2.2.1.2.4.00.00 - Benefícios Previdenciários a Pagar - Inter OFSS - Estado,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.3.0.00.00,2.2.1.3.0.00.00 - Benefícios Assistenciais a Pagar,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.3.1.00.00,2.2.1.3.1.00.00 - Benefícios Assistenciais a Pagar - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.4.0.00.00,2.2.1.4.0.00.00 - Encargos Sociais a Pagar,119,119,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.4.1.00.00,2.2.1.4.1.00.00 - Encargos Sociais a Pagar - Consolidação,37,37,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.4.2.00.00,2.2.1.4.2.00.00 - Encargos Sociais a Pagar - Intra OFSS,26,26,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.1.4.3.00.00,2.2.1.4.3.00.00 - Encargos Sociais a Pagar - Inter OFSS - União,95,95,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.0.0.00.00,2.2.2.0.0.00.00 - Empréstimos e Financiamentos a Longo Prazo,238,238,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.1.0.00.00,2.2.2.1.0.00.00 - Empréstimos a Longo Prazo - Interno,201,201,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.1.1.00.00,2.2.2.1.1.00.00 - Empréstimos a Longo Prazo - Interno - Consolidação,116,116,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.1.3.00.00,2.2.2.1.3.00.00 - Empréstimos a Longo Prazo - Interno - Inter OFSS - União,98,98,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.1.4.00.00,2.2.2.1.4.00.00 - Empréstimos a Longo Prazo - Interno - Inter OFSS - Estado,33,33,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.2.0.00.00,2.2.2.2.0.00.00 - Empréstimos a Longo Prazo - Externo,7,7,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.2.1.00.00,2.2.2.2.1.00.00 - Empréstimos a Longo Prazo - Externo Consolidação,7,7,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.3.0.00.00,2.2.2.3.0.00.00 - Financiamentos a Longo Prazo - Interno,78,78,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.3.1.00.00,2.2.2.3.1.00.00 - Financiamentos a Longo Prazo - Interno - Consolidação,51,51,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.3.3.00.00,2.2.2.3.3.00.00 - Financiamentos a Longo Prazo - Interno - Inter OFSS - União,22,22,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.3.4.00.00,2.2.2.3.4.00.00 - Financiamentos a Longo Prazo - Interno - Inter OFSS - Estado,10,10,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.3.5.00.00,2.2.2.3.5.00.00 - Financiamentos a Longo Prazo - Interno - Inter OFSS - Município,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.4.0.00.00,2.2.2.4.0.00.00 - Financiamento a Longo Prazo - Externo,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.4.1.00.00,2.2.2.4.1.00.00 - Financiamento a Longo Prazo - Externo - Consolidação,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.5.0.00.00,2.2.2.5.0.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Interno,19,19,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.5.1.00.00,2.2.2.5.1.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Interno - Consolidação,9,9,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.5.2.00.00,"2.2.2.5.2.00.00 - Juros e Encargos a Pagar de Empréstimos e 
 Financiamentos a Longo Prazo - Interno - Intra OFSS",1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.5.3.00.00,2.2.2.5.3.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Interno - Inter OFSS - União,10,10,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.5.4.00.00,2.2.2.5.4.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Interno - Inter OFSS - Estado,2,2,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.6.0.00.00,2.2.2.6.0.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Externo,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.6.1.00.00,2.2.2.6.1.00.00 - Juros e Encargos a Pagar de Empréstimos e Financiamentos a Longo Prazo - Externo - Consolidação,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.8.0.00.00,2.2.2.8.0.00.00 - (-) Encargos Financeiros a Apropriar - Interno,1,1,1,2023,2023
Anexo I-AB,31/12/2023,P2.2.2.8.1.00.00,2.2.2.8.1.00.00 - (-) Encargos Financeiros a Apropriar - Interno - Consolidação,1,1,1,2023,2023
