base,tabela,coluna,cd_conta,nm_conta,identificador_conta,conta
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.40.99.00,A Classificar,siconfi-cor_DO3.3.40.99.00.00,3.3.40.99.00 - A Classificar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.41.00.00,Transferências a Municípios - Fundo a Fundo,siconfi-cor_DO3.3.41.00.00.00,3.3.41.00.00 - Transferências a Municípios - Fundo a Fundo
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.42.00.00,Execução Orçamentária Delegada a Municípios,siconfi-cor_DO3.3.42.00.00.00,3.3.42.00.00 - Execução Orçamentária Delegada a Municípios
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.45.00.00,"Transferências Fundo a Fundo aos Municípios à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.45.00.00.00,"3.3.45.00.00 - Transferências Fundo a Fundo aos Municípios à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.46.00.00,"Transferências Fundo a Fundo aos Municípios à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.46.00.00.00,"3.3.46.00.00 - Transferências Fundo a Fundo aos Municípios à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.50.00.00,Transferências a Instituições Privadas sem Fins Lucrativos,siconfi-cor_DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.60.00.00,Transferências a Instituições Privadas com Fins Lucrativos,siconfi-cor_DO3.3.60.00.00.00,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.67.00.00,Execução de Contrato de Parceria Público-Privada - PPP,siconfi-cor_DO3.3.67.00.00.00,3.3.67.00.00 - Execução de Contrato de Parceria Público-Privada - PPP
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.70.00.00,Transferências a Instituições Multigovernamentais,siconfi-cor_DO3.3.70.00.00.00,3.3.70.00.00 - Transferências a Instituições Multigovernamentais
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.71.00.00,Transferências a Consórcios Públicos mediante contrato de rateio,siconfi-cor_DO3.3.71.00.00.00,3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.72.00.00,Execução Orçamentária Delegada a Consórcios Públicos,siconfi-cor_DO3.3.72.00.00.00,3.3.72.00.00 - Execução Orçamentária Delegada a Consórcios Públicos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.73.00.00,"Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.73.00.00.00,"3.3.73.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.74.00.00,"Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.74.00.00.00,"3.3.74.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.75.00.00,"Transferências a Instituições Multigovernamentais à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.75.00.00.00,"3.3.75.00.00 - Transferências a Instituições Multigovernamentais à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.76.00.00,"Transferências a Instituições Multigovernamentais à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.76.00.00.00,"3.3.76.00.00 - Transferências a Instituições Multigovernamentais à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.80.00.00,Transferências ao Exterior,siconfi-cor_DO3.3.80.00.00.00,3.3.80.00.00 - Transferências ao Exterior
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.00.00,Aplicações Diretas,siconfi-cor_DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.04.00,Contratação por Tempo Determinado,siconfi-cor_DO3.3.90.04.00.00,3.3.90.04.00 - Contratação por Tempo Determinado
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.06.00,Benefício Mensal ao Deficiente e ao Idoso,siconfi-cor_DO3.3.90.06.00.00,3.3.90.06.00 - Benefício Mensal ao Deficiente e ao Idoso
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.08.00,Outros Benefícios Assistenciais do servidor e do militar,siconfi-cor_DO3.3.90.08.00.00,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.10.00,Seguro Desemprego e Abono Salarial,siconfi-cor_DO3.3.90.10.00.00,3.3.90.10.00 - Seguro Desemprego e Abono Salarial
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.14.00,Diárias - Civil,siconfi-cor_DO3.3.90.14.00.00,3.3.90.14.00 - Diárias - Civil
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.15.00,Diárias - Militar,siconfi-cor_DO3.3.90.15.00.00,3.3.90.15.00 - Diárias - Militar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.18.00,Auxílio Financeiro a Estudantes,siconfi-cor_DO3.3.90.18.00.00,3.3.90.18.00 - Auxílio Financeiro a Estudantes
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.19.00,Auxílio-Fardamento,siconfi-cor_DO3.3.90.19.00.00,3.3.90.19.00 - Auxílio-Fardamento
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.20.00,Auxílio Financeiro a Pesquisadores,siconfi-cor_DO3.3.90.20.00.00,3.3.90.20.00 - Auxílio Financeiro a Pesquisadores
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.27.00,"Encargos pela Honra de Avais, Garantias, Seguros e Similares",siconfi-cor_DO3.3.90.27.00.00,"3.3.90.27.00 - Encargos pela Honra de Avais, Garantias, Seguros e Similares"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.28.00,Remuneração de Cotas de Fundos Autárquicos,siconfi-cor_DO3.3.90.28.00.00,3.3.90.28.00 - Remuneração de Cotas de Fundos Autárquicos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.30.00,Material de Consumo,siconfi-cor_DO3.3.90.30.00.00,3.3.90.30.00 - Material de Consumo
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.31.00,"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",siconfi-cor_DO3.3.90.31.00.00,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.32.00,"Material, Bem ou Serviço para Distribuição Gratuita",siconfi-cor_DO3.3.90.32.00.00,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.33.00,Passagens e Despesas com Locomoção,siconfi-cor_DO3.3.90.33.00.00,3.3.90.33.00 - Passagens e Despesas com Locomoção
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.34.00,Outras Despesas de Pessoal decorrentes de Contratos de Terceirização,siconfi-cor_DO3.3.90.34.00.00,3.3.90.34.00 - Outras Despesas de Pessoal decorrentes de Contratos de Terceirização
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.35.00,Serviços de Consultoria,siconfi-cor_DO3.3.90.35.00.00,3.3.90.35.00 - Serviços de Consultoria
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.36.00,Outros Serviços de Terceiros - Pessoa Física,siconfi-cor_DO3.3.90.36.00.00,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.37.00,Locação de Mão-de-Obra,siconfi-cor_DO3.3.90.37.00.00,3.3.90.37.00 - Locação de Mão-de-Obra
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.38.00,Arrendamento Mercantil,siconfi-cor_DO3.3.90.38.00.00,3.3.90.38.00 - Arrendamento Mercantil
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.39.00,Outros Serviços de Terceiros - Pessoa Jurídica,siconfi-cor_DO3.3.90.39.00.00,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.40.00,Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica,siconfi-cor_DO3.3.90.40.00.00,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.41.00,Contribuições,siconfi-cor_DO3.3.90.41.00.00,3.3.90.41.00 - Contribuições
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.45.00,Subvenções Econômicas,siconfi-cor_DO3.3.90.45.00.00,3.3.90.45.00 - Subvenções Econômicas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.46.00,Auxílio-Alimentação,siconfi-cor_DO3.3.90.46.00.00,3.3.90.46.00 - Auxílio-Alimentação
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.47.00,Obrigações Tributárias e Contributivas,siconfi-cor_DO3.3.90.47.00.00,3.3.90.47.00 - Obrigações Tributárias e Contributivas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.48.00,Outros Auxílios Financeiros a Pessoas Físicas,siconfi-cor_DO3.3.90.48.00.00,3.3.90.48.00 - Outros Auxílios Financeiros a Pessoas Físicas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.49.00,Auxílio-Transporte,siconfi-cor_DO3.3.90.49.00.00,3.3.90.49.00 - Auxílio-Transporte
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.54.00,Aposentadorias do RGPS - Área Urbana,siconfi-cor_DO3.3.90.54.00.00,3.3.90.54.00 - Aposentadorias do RGPS - Área Urbana
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.56.00,Pensões do RGPS - Área Urbana,siconfi-cor_DO3.3.90.56.00.00,3.3.90.56.00 - Pensões do RGPS - Área Urbana
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.57.00,Outros Benefícios do RGPS - Área Rural,siconfi-cor_DO3.3.90.57.00.00,3.3.90.57.00 - Outros Benefícios do RGPS - Área Rural
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.58.00,Outros Benefícios do RGPS - Área Urbana,siconfi-cor_DO3.3.90.58.00.00,3.3.90.58.00 - Outros Benefícios do RGPS - Área Urbana
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.59.00,Pensões Especiais,siconfi-cor_DO3.3.90.59.00.00,3.3.90.59.00 - Pensões Especiais
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.62.00,Aquisição de Produtos para Revenda,siconfi-cor_DO3.3.90.62.00.00,3.3.90.62.00 - Aquisição de Produtos para Revenda
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.67.00,Depósitos Compulsórios,siconfi-cor_DO3.3.90.67.00.00,3.3.90.67.00 - Depósitos Compulsórios
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.81.00,Distribuição Constitucional ou Legal de Receitas,siconfi-cor_DO3.3.90.81.00.00,3.3.90.81.00 - Distribuição Constitucional ou Legal de Receitas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.86.00,Compensações a Regimes de Previdência,siconfi-cor_DO3.3.90.86.00.00,3.3.90.86.00 - Compensações a Regimes de Previdência
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.91.00,Sentenças Judiciais,siconfi-cor_DO3.3.90.91.00.00,3.3.90.91.00 - Sentenças Judiciais
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.92.00,Despesas de Exercícios Anteriores,siconfi-cor_DO3.3.90.92.00.00,3.3.90.92.00 - Despesas de Exercícios Anteriores
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.93.00,Indenizações e Restituições,siconfi-cor_DO3.3.90.93.00.00,3.3.90.93.00 - Indenizações e Restituições
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.95.00,Indenização pela Execução de Trabalhos de Campo,siconfi-cor_DO3.3.90.95.00.00,3.3.90.95.00 - Indenização pela Execução de Trabalhos de Campo
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.96.00,Ressarcimento de Despesas de Pessoal Requisitado,siconfi-cor_DO3.3.90.96.00.00,3.3.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.98.00,Despesa do Orçamento de Investimento,siconfi-cor_DO3.3.90.98.00.00,3.3.90.98.00 - Despesa do Orçamento de Investimento
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.90.99.00,A Classificar,siconfi-cor_DO3.3.90.99.00.00,3.3.90.99.00 - A Classificar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.91.00.00,"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",siconfi-cor_DI3.3.91.00.00.00,"3.3.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.92.00.00,Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Descentralização,siconfi-cor_DO3.3.92.00.00.00,3.3.92.00.00 - Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Descentralização
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.93.00.00,"Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social com Consórcio Público do qual o Ente Participe",siconfi-cor_DO3.3.93.00.00.00,"3.3.93.00.00 - Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social com Consórcio Público do qual o Ente Participe"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.94.00.00,"Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social com Consórcio Público do qual o Ente Não Participe",siconfi-cor_DO3.3.94.00.00.00,"3.3.94.00.00 - Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social com Consórcio Público do qual o Ente Não Participe"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.95.00.00,"Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.95.00.00.00,"3.3.95.00.00 - Aplicação Direta à conta de recursos de que tratam os §§ 1º e 2º do art. 24 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.96.00.00,"Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012",siconfi-cor_DO3.3.96.00.00.00,"3.3.96.00.00 - Aplicação Direta à conta de recursos de que trata o art. 25 da Lei Complementar Nº 141, de 2012"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,3.3.99.00.00,A Definir,siconfi-cor_DO3.3.99.00.00.00,3.3.99.00.00 - A Definir
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.0.00.00.00,Despesas de Capital,siconfi-cor_DO4.0.00.00.00.00,4.0.00.00.00 - Despesas de Capital
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.00.00.00,Investimentos,siconfi-cor_DO4.4.00.00.00.00,4.4.00.00.00 - Investimentos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.20.00.00,Transferências à União,siconfi-cor_DO4.4.20.00.00.00,4.4.20.00.00 - Transferências à União
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.22.00.00,Execução Orçamentária Delegada à União,siconfi-cor_DO4.4.22.00.00.00,4.4.22.00.00 - Execução Orçamentária Delegada à União
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.30.00.00,Transferências a Estados e ao Distrito Federal,siconfi-cor_DO4.4.30.00.00.00,4.4.30.00.00 - Transferências a Estados e ao Distrito Federal
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.32.00.00,Execução Orçamentária Delegada a Estados e ao Distrito Federal,siconfi-cor_DO4.4.32.00.00.00,4.4.32.00.00 - Execução Orçamentária Delegada a Estados e ao Distrito Federal
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.40.00.00,Transferências a Municípios,siconfi-cor_DO4.4.40.00.00.00,4.4.40.00.00 - Transferências a Municípios
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.41.00.00,Transferências a Municípios - Fundo a Fundo,siconfi-cor_DO4.4.41.00.00.00,4.4.41.00.00 - Transferências a Municípios - Fundo a Fundo
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.42.00.00,Execução Orçamentária Delegada a Municípios,siconfi-cor_DO4.4.42.00.00.00,4.4.42.00.00 - Execução Orçamentária Delegada a Municípios
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.50.00.00,Transferências a Instituições Privadas sem Fins Lucrativos,siconfi-cor_DO4.4.50.00.00.00,4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos
despesas_2025,Despesas Orçamentárias (Anexo I-D),Despesas Empenhadas,4.4.60.00.00,Transferências a Instituições Privadas com Fins Lucrativos,siconfi-cor_DO4.4.60.00.00.00,4.4.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos
