exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,_periodo,_anexo
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasCorrentes,RECEITAS CORRENTES,18.61,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasCorrentes,RECEITAS CORRENTES,117388606.28,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasCorrentes,RECEITAS CORRENTES,40.14,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasCorrentes,RECEITAS CORRENTES,175050434.76,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",61748584.63,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",61748584.63,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",8285761.38,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",13.42,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",22240190.72,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",36.02,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",39508393.91,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,Impostos,Impostos,45268398.51,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Impostos,Impostos,45268398.51,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),Impostos,Impostos,7511947.96,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),Impostos,Impostos,16.59,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Impostos,Impostos,18629604.96,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),Impostos,Impostos,41.15,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),Impostos,Impostos,26638793.55,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,Taxas,Taxas,16097301.65,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Taxas,Taxas,16097301.65,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),Taxas,Taxas,773813.42,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),Taxas,Taxas,4.81,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Taxas,Taxas,3610585.76,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),Taxas,Taxas,22.43,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),Taxas,Taxas,12486715.89,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeContribuicoes,CONTRIBUIÇÕES,12075070.62,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,12075070.62,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeContribuicoes,CONTRIBUIÇÕES,4159367.91,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,34.45,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,10744453.76,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,88.98,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,1330616.86,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicoesSociais,Contribuições Sociais,9065245.62,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicoesSociais,Contribuições Sociais,9065245.62,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicoesSociais,Contribuições Sociais,2692525.08,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicoesSociais,Contribuições Sociais,29.7,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicoesSociais,Contribuições Sociais,7893784.09,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicoesSociais,Contribuições Sociais,87.08,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicoesSociais,Contribuições Sociais,1171461.53,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,3009825.0,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,3009825.0,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,1466842.83,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,48.74,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,2850669.67,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,94.71,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,159155.33,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaPatrimonial,RECEITA PATRIMONIAL,6673965.85,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaPatrimonial,RECEITA PATRIMONIAL,6673965.85,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaPatrimonial,RECEITA PATRIMONIAL,2888042.48,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,43.27,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaPatrimonial,RECEITA PATRIMONIAL,5231364.16,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,78.38,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaPatrimonial,RECEITA PATRIMONIAL,1442601.69,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,800329.84,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,800329.84,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,4282.15,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,0.54,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,6144.25,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,0.77,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,794185.59,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasDeValoresMobiliarios,Valores Mobiliários,5873636.01,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasDeValoresMobiliarios,Valores Mobiliários,5873636.01,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasDeValoresMobiliarios,Valores Mobiliários,2883760.33,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,49.1,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasDeValoresMobiliarios,Valores Mobiliários,5225219.91,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,88.96,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasDeValoresMobiliarios,Valores Mobiliários,648416.1,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,291721.5,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,291721.5,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,21491.46,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,7.37,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,33120.97,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,11.35,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,258600.53,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeServicos,RECEITA DE SERVIÇOS,19197955.34,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeServicos,RECEITA DE SERVIÇOS,19197955.34,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeServicos,RECEITA DE SERVIÇOS,3802351.63,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,19.81,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeServicos,RECEITA DE SERVIÇOS,7062420.28,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,36.79,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeServicos,RECEITA DE SERVIÇOS,12135535.06,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15663453.35,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15663453.35,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,2702478.6,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,17.25,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,5083700.2,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,32.46,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,10579753.15,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,OutrosServicos,Outros Serviços,3534501.99,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),OutrosServicos,Outros Serviços,3534501.99,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),OutrosServicos,Outros Serviços,1099873.03,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),OutrosServicos,Outros Serviços,31.12,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),OutrosServicos,Outros Serviços,1978720.08,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),OutrosServicos,Outros Serviços,55.98,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),OutrosServicos,Outros Serviços,1555781.91,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,180663880.69,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,180663880.69,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,34666788.63,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,19.19,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,70779509.94,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,39.18,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,109884370.75,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,67440882.0,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,67440882.0,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,11485190.01,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,17.03,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,25131056.09,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,37.26,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,42309825.91,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,60407464.25,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,60407464.25,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,13067042.32,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,21.63,2,RREO-Anexo 01
2025,RREO,2,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,25605940.69,2,RREO-Anexo 01
