exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,_periodo,_anexo
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),349352833.33,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),349352833.33,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),62949622.45,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),18.02,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),62949622.45,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),18.02,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasExcetoIntraOrcamentarias,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),286403210.88,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasCorrentes,RECEITAS CORRENTES,292439041.04,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasCorrentes,RECEITAS CORRENTES,292439041.04,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasCorrentes,RECEITAS CORRENTES,62949622.45,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasCorrentes,RECEITAS CORRENTES,21.53,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasCorrentes,RECEITAS CORRENTES,62949622.45,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasCorrentes,RECEITAS CORRENTES,21.53,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasCorrentes,RECEITAS CORRENTES,229489418.59,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",61748584.63,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",61748584.63,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",13947730.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",22.59,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",13947730.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",22.59,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaTributaria,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA",47800853.77,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,Impostos,Impostos,45268398.51,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Impostos,Impostos,45268398.51,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),Impostos,Impostos,11111945.72,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),Impostos,Impostos,24.55,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Impostos,Impostos,11111945.72,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),Impostos,Impostos,24.55,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),Impostos,Impostos,34156452.79,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,Taxas,Taxas,16097301.65,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Taxas,Taxas,16097301.65,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),Taxas,Taxas,2835785.14,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),Taxas,Taxas,17.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Taxas,Taxas,2835785.14,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),Taxas,Taxas,17.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),Taxas,Taxas,13261516.51,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicaoDeMelhoria,Contribuição de Melhoria,382884.47,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeContribuicoes,CONTRIBUIÇÕES,12075070.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,12075070.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeContribuicoes,CONTRIBUIÇÕES,6585085.85,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,54.53,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,6585085.85,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,54.53,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,5489984.77,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicoesSociais,Contribuições Sociais,9065245.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicoesSociais,Contribuições Sociais,9065245.62,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicoesSociais,Contribuições Sociais,5201259.01,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicoesSociais,Contribuições Sociais,57.38,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicoesSociais,Contribuições Sociais,5201259.01,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicoesSociais,Contribuições Sociais,57.38,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicoesSociais,Contribuições Sociais,3863986.61,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,3009825.0,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,3009825.0,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,1383826.84,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,45.98,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,1383826.84,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,45.98,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,1625998.16,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaPatrimonial,RECEITA PATRIMONIAL,6673965.85,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaPatrimonial,RECEITA PATRIMONIAL,6673965.85,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaPatrimonial,RECEITA PATRIMONIAL,2343321.68,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,35.11,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaPatrimonial,RECEITA PATRIMONIAL,2343321.68,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,35.11,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaPatrimonial,RECEITA PATRIMONIAL,4330644.17,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,800329.84,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,800329.84,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,1862.1,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,0.23,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,1862.1,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,0.23,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,798467.74,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasDeValoresMobiliarios,Valores Mobiliários,5873636.01,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasDeValoresMobiliarios,Valores Mobiliários,5873636.01,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasDeValoresMobiliarios,Valores Mobiliários,2341459.58,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,39.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasDeValoresMobiliarios,Valores Mobiliários,2341459.58,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,39.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasDeValoresMobiliarios,Valores Mobiliários,3532176.43,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,291721.5,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,291721.5,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,11629.51,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,3.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,11629.51,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,3.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaAgropecuaria,RECEITA AGROPECUÁRIA,280091.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeServicos,RECEITA DE SERVIÇOS,19197955.34,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeServicos,RECEITA DE SERVIÇOS,19197955.34,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeServicos,RECEITA DE SERVIÇOS,3260068.65,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,16.98,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeServicos,RECEITA DE SERVIÇOS,3260068.65,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,16.98,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeServicos,RECEITA DE SERVIÇOS,15937886.69,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15663453.35,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15663453.35,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,2381221.6,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15.2,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,2381221.6,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,15.2,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,13282231.75,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,OutrosServicos,Outros Serviços,3534501.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),OutrosServicos,Outros Serviços,3534501.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),OutrosServicos,Outros Serviços,878847.05,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),OutrosServicos,Outros Serviços,24.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),OutrosServicos,Outros Serviços,878847.05,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),OutrosServicos,Outros Serviços,24.86,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),OutrosServicos,Outros Serviços,2655654.94,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,180663880.69,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,180663880.69,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,36112721.31,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,19.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,36112721.31,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,19.99,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,144551159.38,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,67440882.0,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,67440882.0,1,RREO-Anexo 01
2025,RREO,1,B,Prefeitura Municipal de Tijucas - SC,4218004,SC,49474,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,13645866.08,1,RREO-Anexo 01
